"Valgsted Id";"KommuneNr";"Kreds Nr";"Storkreds Nr";"Landsdels Nr";"Valgsted navn";"Kommune navn";"Kreds navn";"Storkreds navn";"Landsdels navn";"Valgsted start";"Valgsted stop"
"101001";"101";"1";"1";"1";"1. Østerbro";"København";"1. Østerbro";"Københavns Storkreds";"Hovedstaden";"20150601";"99991231"
"101002";"101";"1";"1";"1";"1. Nord";"København";"1. Østerbro";"Københavns Storkreds";"Hovedstaden";"20150601";"99991231"
"101003";"101";"1";"1";"1";"1. Syd";"København";"1. Østerbro";"Københavns Storkreds";"Hovedstaden";"20150601";"99991231"
"101005";"101";"1";"1";"1";"1. Vest";"København";"1. Østerbro";"Københavns Storkreds";"Hovedstaden";"20150601";"99991231"
"101006";"101";"1";"1";"1";"1. Nordvest";"København";"1. Østerbro";"Københavns Storkreds";"Hovedstaden";"20150601";"99991231"
"101007";"101";"2";"1";"1";"2. Sundbyvester";"København";"2. Sundbyvester";"Københavns Storkreds";"Hovedstaden";"20150601";"99991231"
"101008";"101";"2";"1";"1";"2. Nord";"København";"2. Sundbyvester";"Københavns Storkreds";"Hovedstaden";"20150601";"99991231"
"101009";"101";"2";"1";"1";"2. Syd";"København";"2. Sundbyvester";"Københavns Storkreds";"Hovedstaden";"20150601";"99991231"
"101010";"101";"2";"1";"1";"2. Vest";"København";"2. Sundbyvester";"Københavns Storkreds";"Hovedstaden";"20150601";"99991231"
"101011";"101";"3";"1";"1";"3. Indre By";"København";"3. Indre By";"Københavns Storkreds";"Hovedstaden";"20150601";"99991231"
"101012";"101";"3";"1";"1";"3. Nord";"København";"3. Indre By";"Københavns Storkreds";"Hovedstaden";"20150601";"99991231"
"101013";"101";"3";"1";"1";"3. Syd";"København";"3. Indre By";"Københavns Storkreds";"Hovedstaden";"20150601";"99991231"
"101014";"101";"3";"1";"1";"3. Øst";"København";"3. Indre By";"Københavns Storkreds";"Hovedstaden";"20150601";"99991231"
"101016";"101";"4";"1";"1";"4. Sundbyøster";"København";"4. Sundbyøster";"Københavns Storkreds";"Hovedstaden";"20150601";"99991231"
"101017";"101";"4";"1";"1";"4. Nord";"København";"4. Sundbyøster";"Københavns Storkreds";"Hovedstaden";"20150601";"99991231"
"101018";"101";"4";"1";"1";"4. Syd";"København";"4. Sundbyøster";"Københavns Storkreds";"Hovedstaden";"20150601";"99991231"
"101019";"101";"4";"1";"1";"4. Øst";"København";"4. Sundbyøster";"Københavns Storkreds";"Hovedstaden";"20150601";"99991231"
"101020";"101";"5";"1";"1";"5. Nørrebro";"København";"5. Nørrebro";"Københavns Storkreds";"Hovedstaden";"20150601";"99991231"
"101021";"101";"5";"1";"1";"5. Nord";"København";"5. Nørrebro";"Københavns Storkreds";"Hovedstaden";"20150601";"99991231"
"101022";"101";"5";"1";"1";"5. Syd";"København";"5. Nørrebro";"Københavns Storkreds";"Hovedstaden";"20150601";"99991231"
"101023";"101";"5";"1";"1";"5. Øst";"København";"5. Nørrebro";"Københavns Storkreds";"Hovedstaden";"20150601";"99991231"
"101024";"101";"5";"1";"1";"5. Vest";"København";"5. Nørrebro";"Københavns Storkreds";"Hovedstaden";"20150601";"99991231"
"101025";"101";"5";"1";"1";"5. Nordvest";"København";"5. Nørrebro";"Københavns Storkreds";"Hovedstaden";"20150601";"99991231"
"101027";"101";"6";"1";"1";"6. Bispebjerg";"København";"6. Utterslev";"Københavns Storkreds";"Hovedstaden";"20150601";"99991231"
"101028";"101";"6";"1";"1";"6. Nord";"København";"6. Utterslev";"Københavns Storkreds";"Hovedstaden";"20150601";"99991231"
"101029";"101";"6";"1";"1";"6. Øst";"København";"6. Utterslev";"Københavns Storkreds";"Hovedstaden";"20150601";"99991231"
"101030";"101";"6";"1";"1";"6. Syd";"København";"6. Utterslev";"Københavns Storkreds";"Hovedstaden";"20150601";"99991231"
"101031";"101";"7";"1";"1";"7. Brønshøj";"København";"7. Brønshøj";"Københavns Storkreds";"Hovedstaden";"20150601";"99991231"
"101032";"101";"7";"1";"1";"7. Nord";"København";"7. Brønshøj";"Københavns Storkreds";"Hovedstaden";"20150601";"99991231"
"101033";"101";"7";"1";"1";"7. Rødkilde";"København";"7. Brønshøj";"Københavns Storkreds";"Hovedstaden";"20221002";"99991231"
"101034";"101";"7";"1";"1";"7. Øst";"København";"7. Brønshøj";"Københavns Storkreds";"Hovedstaden";"20150601";"99991231"
"101035";"101";"7";"1";"1";"7. Vest";"København";"7. Brønshøj";"Københavns Storkreds";"Hovedstaden";"20150601";"99991231"
"101036";"101";"7";"1";"1";"7. Nordvest";"København";"7. Brønshøj";"Københavns Storkreds";"Hovedstaden";"20150601";"99991231"
"101039";"101";"7";"1";"1";"7. Katrinedal";"København";"7. Brønshøj";"Københavns Storkreds";"Hovedstaden";"20150601";"99991231"
"101040";"101";"7";"1";"1";"7. Kirkebjerg";"København";"7. Brønshøj";"Københavns Storkreds";"Hovedstaden";"20150601";"99991231"
"101041";"101";"7";"1";"1";"7. Vanløse";"København";"7. Brønshøj";"Københavns Storkreds";"Hovedstaden";"20150601";"99991231"
"101042";"101";"8";"1";"1";"8. Valby";"København";"8. Valby";"Københavns Storkreds";"Hovedstaden";"20150601";"99991231"
"101043";"101";"8";"1";"1";"8. Nord";"København";"8. Valby";"Københavns Storkreds";"Hovedstaden";"20150601";"99991231"
"101044";"101";"8";"1";"1";"8. Syd";"København";"8. Valby";"Københavns Storkreds";"Hovedstaden";"20150601";"99991231"
"101046";"101";"8";"1";"1";"8. Vest";"København";"8. Valby";"Københavns Storkreds";"Hovedstaden";"20150601";"99991231"
"101047";"101";"8";"1";"1";"8. Sydøst";"København";"8. Valby";"Københavns Storkreds";"Hovedstaden";"20150601";"99991231"
"101048";"101";"8";"1";"1";"8. Midt";"København";"8. Valby";"Københavns Storkreds";"Hovedstaden";"20150601";"99991231"
"101049";"101";"9";"1";"1";"9. Vesterbro";"København";"9. Vesterbro";"Københavns Storkreds";"Hovedstaden";"20150601";"99991231"
"101050";"101";"9";"1";"1";"9. Nord";"København";"9. Vesterbro";"Københavns Storkreds";"Hovedstaden";"20150601";"99991231"
"101051";"101";"9";"1";"1";"9. Syd";"København";"9. Vesterbro";"Københavns Storkreds";"Hovedstaden";"20150601";"99991231"
"101052";"101";"9";"1";"1";"9. Øst";"København";"9. Vesterbro";"Københavns Storkreds";"Hovedstaden";"20150601";"99991231"
"101053";"101";"9";"1";"1";"9. Vest";"København";"9. Vesterbro";"Københavns Storkreds";"Hovedstaden";"20150601";"99991231"
"101054";"101";"9";"1";"1";"9. Midt";"København";"9. Vesterbro";"Københavns Storkreds";"Hovedstaden";"20150601";"99991231"
"101055";"101";"9";"1";"1";"9. Sydhavn";"København";"9. Vesterbro";"Københavns Storkreds";"Hovedstaden";"20150601";"99991231"
"101056";"101";"1";"1";"1";"1. Øst";"København";"1. Østerbro";"Københavns Storkreds";"Hovedstaden";"20190511";"99991231"
"101057";"101";"2";"1";"1";"2. Øst";"København";"2. Sundbyvester";"Københavns Storkreds";"Hovedstaden";"20190511";"99991231"
"101058";"101";"5";"1";"1";"5. Nørrebrohallen";"København";"5. Nørrebro";"Københavns Storkreds";"Hovedstaden";"20190511";"99991231"
"101059";"101";"6";"1";"1";"6. Vest";"København";"6. Utterslev";"Københavns Storkreds";"Hovedstaden";"20190511";"99991231"
"147001";"147";"10";"1";"1";"10. Kreds, Søerne";"Frederiksberg";"10. Falkoner";"Københavns Storkreds";"Hovedstaden";"20150601";"99991231"
"147002";"147";"10";"1";"1";"10. Kreds, Grundtvigsvej";"Frederiksberg";"10. Falkoner";"Københavns Storkreds";"Hovedstaden";"20221002";"99991231"
"147003";"147";"10";"1";"1";"10. Kreds, Bülowsvej";"Frederiksberg";"10. Falkoner";"Københavns Storkreds";"Hovedstaden";"20150601";"99991231"
"147004";"147";"10";"1";"1";"10. Kreds, Duevej";"Frederiksberg";"10. Falkoner";"Københavns Storkreds";"Hovedstaden";"20150601";"99991231"
"147005";"147";"11";"1";"1";"11. Kreds, Lindevang";"Frederiksberg";"11. Slots";"Københavns Storkreds";"Hovedstaden";"20150601";"99991231"
"147006";"147";"11";"1";"1";"11. Kreds, Søndermark";"Frederiksberg";"11. Slots";"Københavns Storkreds";"Hovedstaden";"20150601";"99991231"
"147007";"147";"11";"1";"1";"11. Kreds, Rådhuset";"Frederiksberg";"11. Slots";"Københavns Storkreds";"Hovedstaden";"20150601";"99991231"
"147008";"147";"11";"1";"1";"11. Kreds, Nyelandsvej";"Frederiksberg";"11. Slots";"Københavns Storkreds";"Hovedstaden";"20150601";"99991231"
"151001";"151";"20";"2";"1";"Tapeten";"Ballerup";"8. Ballerup";"Københavns Omegns Storkreds";"Hovedstaden";"20070101";"99991231"
"151002";"151";"20";"2";"1";"Baltorpskolen - Rugvænget";"Ballerup";"8. Ballerup";"Københavns Omegns Storkreds";"Hovedstaden";"20151101";"99991231"
"151003";"151";"20";"2";"1";"Skovvejens Skole - Vest";"Ballerup";"8. Ballerup";"Københavns Omegns Storkreds";"Hovedstaden";"20151101";"99991231"
"151004";"151";"20";"2";"1";"Grantoftehallen";"Ballerup";"8. Ballerup";"Københavns Omegns Storkreds";"Hovedstaden";"20070101";"99991231"
"151005";"151";"20";"2";"1";"Idrætshallen";"Ballerup";"8. Ballerup";"Københavns Omegns Storkreds";"Hovedstaden";"20190511";"99991231"
"151006";"151";"20";"2";"1";"Skovlunde Skole - Lundebjerg";"Ballerup";"8. Ballerup";"Københavns Omegns Storkreds";"Hovedstaden";"20221002";"99991231"
"151008";"151";"20";"2";"1";"Måløv Ny Hal";"Ballerup";"8. Ballerup";"Københavns Omegns Storkreds";"Hovedstaden";"20150601";"99991231"
"151009";"151";"20";"2";"1";"Egebjerghallen";"Ballerup";"8. Ballerup";"Københavns Omegns Storkreds";"Hovedstaden";"20070101";"99991231"
"151010";"151";"20";"2";"1";"Østerhøjhallen";"Ballerup";"8. Ballerup";"Københavns Omegns Storkreds";"Hovedstaden";"20070101";"99991231"
"153001";"153";"18";"2";"1";"Brøndbyvester Skole";"Brøndby";"6. Brøndby";"Københavns Omegns Storkreds";"Hovedstaden";"20070101";"99991231"
"153002";"153";"18";"2";"1";"Tjørnehøjhallen";"Brøndby";"6. Brøndby";"Københavns Omegns Storkreds";"Hovedstaden";"20070101";"99991231"
"153003";"153";"18";"2";"1";"Lindelundshallen";"Brøndby";"6. Brøndby";"Københavns Omegns Storkreds";"Hovedstaden";"20150601";"99991231"
"153004";"153";"18";"2";"1";"Nørregård";"Brøndby";"6. Brøndby";"Københavns Omegns Storkreds";"Hovedstaden";"20110101";"99991231"
"153005";"153";"18";"2";"1";"Kulturhuset Brønden";"Brøndby";"6. Brøndby";"Københavns Omegns Storkreds";"Hovedstaden";"20110101";"99991231"
"155001";"155";"12";"1";"1";"Dragør Skole";"Dragør";"12. Tårnby";"Københavns Storkreds";"Hovedstaden";"20190511";"99991231"
"155004";"155";"12";"1";"1";"Hollænderhallen";"Dragør";"12. Tårnby";"Københavns Storkreds";"Hovedstaden";"20070101";"99991231"
"157001";"157";"13";"2";"1";"Jægersborg";"Gentofte";"1. Gentofte";"Københavns Omegns Storkreds";"Hovedstaden";"20070101";"99991231"
"157002";"157";"13";"2";"1";"Munkegård";"Gentofte";"1. Gentofte";"Københavns Omegns Storkreds";"Hovedstaden";"20070101";"99991231"
"157003";"157";"13";"2";"1";"Rådhuset";"Gentofte";"1. Gentofte";"Københavns Omegns Storkreds";"Hovedstaden";"20070101";"99991231"
"157004";"157";"13";"2";"1";"Bakkegård";"Gentofte";"1. Gentofte";"Københavns Omegns Storkreds";"Hovedstaden";"20070101";"99991231"
"157005";"157";"13";"2";"1";"Dyssegård";"Gentofte";"1. Gentofte";"Københavns Omegns Storkreds";"Hovedstaden";"20070101";"99991231"
"157006";"157";"13";"2";"1";"Maglegård";"Gentofte";"1. Gentofte";"Københavns Omegns Storkreds";"Hovedstaden";"20070101";"99991231"
"157007";"157";"13";"2";"1";"Hellerup";"Gentofte";"1. Gentofte";"Københavns Omegns Storkreds";"Hovedstaden";"20070101";"99991231"
"157008";"157";"13";"2";"1";"Ordrup";"Gentofte";"1. Gentofte";"Københavns Omegns Storkreds";"Hovedstaden";"20070101";"99991231"
"157009";"157";"13";"2";"1";"Skovshoved";"Gentofte";"1. Gentofte";"Københavns Omegns Storkreds";"Hovedstaden";"20070101";"99991231"
"157010";"157";"13";"2";"1";"Skovgård";"Gentofte";"1. Gentofte";"Københavns Omegns Storkreds";"Hovedstaden";"20070101";"99991231"
"159001";"159";"15";"2";"1";"Bagsværd";"Gladsaxe";"3. Gladsaxe";"Københavns Omegns Storkreds";"Hovedstaden";"20070101";"99991231"
"159002";"159";"15";"2";"1";"Hovedbiblioteket";"Gladsaxe";"3. Gladsaxe";"Københavns Omegns Storkreds";"Hovedstaden";"20150601";"99991231"
"159003";"159";"15";"2";"1";"Egegård";"Gladsaxe";"3. Gladsaxe";"Københavns Omegns Storkreds";"Hovedstaden";"20070101";"99991231"
"159004";"159";"15";"2";"1";"Grønnemose";"Gladsaxe";"3. Gladsaxe";"Københavns Omegns Storkreds";"Hovedstaden";"20150601";"99991231"
"159005";"159";"15";"2";"1";"Mørkhøj";"Gladsaxe";"3. Gladsaxe";"Københavns Omegns Storkreds";"Hovedstaden";"20150601";"99991231"
"159006";"159";"15";"2";"1";"Stengård";"Gladsaxe";"3. Gladsaxe";"Københavns Omegns Storkreds";"Hovedstaden";"20150601";"99991231"
"159007";"159";"15";"2";"1";"Søborg";"Gladsaxe";"3. Gladsaxe";"Københavns Omegns Storkreds";"Hovedstaden";"20150601";"99991231"
"159008";"159";"15";"2";"1";"Vadgård";"Gladsaxe";"3. Gladsaxe";"Københavns Omegns Storkreds";"Hovedstaden";"20150601";"99991231"
"159009";"159";"15";"2";"1";"Værebro";"Gladsaxe";"3. Gladsaxe";"Københavns Omegns Storkreds";"Hovedstaden";"20150601";"99991231"
"161001";"161";"20";"2";"1";"Nordvanghallen";"Glostrup";"8. Ballerup";"Københavns Omegns Storkreds";"Hovedstaden";"20221002";"99991231"
"161002";"161";"20";"2";"1";"Aktivitetscentret Sydvestvej";"Glostrup";"8. Ballerup";"Københavns Omegns Storkreds";"Hovedstaden";"20221002";"99991231"
"161003";"161";"20";"2";"1";"Sondervanghallen";"Glostrup";"8. Ballerup";"Københavns Omegns Storkreds";"Hovedstaden";"20221002";"99991231"
"161004";"161";"20";"2";"1";"Glostrup Skole, Vestervang";"Glostrup";"8. Ballerup";"Københavns Omegns Storkreds";"Hovedstaden";"20221002";"99991231"
"161005";"161";"20";"2";"1";"Ejbyhallen";"Glostrup";"8. Ballerup";"Københavns Omegns Storkreds";"Hovedstaden";"20221002";"99991231"
"161006";"161";"20";"2";"1";"Hvissingehallen";"Glostrup";"8. Ballerup";"Københavns Omegns Storkreds";"Hovedstaden";"20070101";"99991231"
"163001";"163";"16";"2";"1";"Herlev Medborgerhus";"Herlev";"4. Rødovre";"Københavns Omegns Storkreds";"Hovedstaden";"20150601";"99991231"
"163002";"163";"16";"2";"1";"Herlev Hallerne";"Herlev";"4. Rødovre";"Københavns Omegns Storkreds";"Hovedstaden";"20150601";"99991231"
"163003";"163";"16";"2";"1";"Kildegårdhallen";"Herlev";"4. Rødovre";"Københavns Omegns Storkreds";"Hovedstaden";"20150601";"99991231"
"165001";"165";"19";"2";"1";"Herstedøster Skole";"Albertslund";"7. Taastrup";"Københavns Omegns Storkreds";"Hovedstaden";"20110101";"99991231"
"165002";"165";"19";"2";"1";"Egelundskolen";"Albertslund";"7. Taastrup";"Københavns Omegns Storkreds";"Hovedstaden";"20070101";"99991231"
"165003";"165";"19";"2";"1";"Herstedlund Skole";"Albertslund";"7. Taastrup";"Københavns Omegns Storkreds";"Hovedstaden";"20110101";"99991231"
"165004";"165";"19";"2";"1";"Kongsholmcenteret";"Albertslund";"7. Taastrup";"Københavns Omegns Storkreds";"Hovedstaden";"20221002";"99991231"
"165005";"165";"19";"2";"1";"Herstedvester Skole";"Albertslund";"7. Taastrup";"Københavns Omegns Storkreds";"Hovedstaden";"20110101";"99991231"
"167001";"167";"17";"2";"1";"Holmegårdshallen";"Hvidovre";"5. Hvidovre";"Københavns Omegns Storkreds";"Hovedstaden";"20070101";"99991231"
"167002";"167";"17";"2";"1";"Præstemoseskolen";"Hvidovre";"5. Hvidovre";"Københavns Omegns Storkreds";"Hovedstaden";"20070101";"99991231"
"167003";"167";"17";"2";"1";"Sønderkærskolen";"Hvidovre";"5. Hvidovre";"Københavns Omegns Storkreds";"Hovedstaden";"20221002";"99991231"
"167004";"167";"17";"2";"1";"Kometen";"Hvidovre";"5. Hvidovre";"Københavns Omegns Storkreds";"Hovedstaden";"20221002";"99991231"
"167005";"167";"17";"2";"1";"Dansborghallen";"Hvidovre";"5. Hvidovre";"Københavns Omegns Storkreds";"Hovedstaden";"20070101";"99991231"
"167006";"167";"17";"2";"1";"Frihedens Idrætscenter";"Hvidovre";"5. Hvidovre";"Københavns Omegns Storkreds";"Hovedstaden";"20070101";"99991231"
"167007";"167";"17";"2";"1";"Avedøre Skole";"Hvidovre";"5. Hvidovre";"Københavns Omegns Storkreds";"Hovedstaden";"20070101";"99991231"
"167008";"167";"17";"2";"1";"Avedøre Idrætscenter";"Hvidovre";"5. Hvidovre";"Københavns Omegns Storkreds";"Hovedstaden";"20150601";"99991231"
"169001";"169";"19";"2";"1";"Ole Rømer-Skolen";"Høje-Taastrup";"7. Taastrup";"Københavns Omegns Storkreds";"Hovedstaden";"20190511";"99991231"
"169002";"169";"19";"2";"1";"Parkskolen";"Høje-Taastrup";"7. Taastrup";"Københavns Omegns Storkreds";"Hovedstaden";"20070101";"99991231"
"169004";"169";"19";"2";"1";"Taastrup Kulturcenter";"Høje-Taastrup";"7. Taastrup";"Københavns Omegns Storkreds";"Hovedstaden";"20070101";"99991231"
"169006";"169";"19";"2";"1";"Rådhuset";"Høje-Taastrup";"7. Taastrup";"Københavns Omegns Storkreds";"Hovedstaden";"20190511";"99991231"
"169007";"169";"19";"2";"1";"Hallen ved Rønnevangsstrøget";"Høje-Taastrup";"7. Taastrup";"Københavns Omegns Storkreds";"Hovedstaden";"20221002";"99991231"
"169008";"169";"19";"2";"1";"Torstorp Skole";"Høje-Taastrup";"7. Taastrup";"Københavns Omegns Storkreds";"Hovedstaden";"20070101";"99991231"
"169009";"169";"19";"2";"1";"Sengeløse";"Høje-Taastrup";"7. Taastrup";"Københavns Omegns Storkreds";"Hovedstaden";"20070101";"99991231"
"169010";"169";"19";"2";"1";"Charlotteskolen";"Høje-Taastrup";"7. Taastrup";"Københavns Omegns Storkreds";"Hovedstaden";"20070101";"99991231"
"169012";"169";"19";"2";"1";"Fløng Hallen";"Høje-Taastrup";"7. Taastrup";"Københavns Omegns Storkreds";"Hovedstaden";"20070101";"99991231"
"169013";"169";"19";"2";"1";"Reerslev Skole";"Høje-Taastrup";"7. Taastrup";"Københavns Omegns Storkreds";"Hovedstaden";"20070101";"99991231"
"173001";"173";"14";"2";"1";"Lyngby Midt";"Lyngby-Tårbæk";"2. Lyngby";"Københavns Omegns Storkreds";"Hovedstaden";"20070101";"99991231"
"173002";"173";"14";"2";"1";"Lyngby Idrætsby";"Lyngby-Tårbæk";"2. Lyngby";"Københavns Omegns Storkreds";"Hovedstaden";"20221002";"99991231"
"173003";"173";"14";"2";"1";"Trongård";"Lyngby-Tårbæk";"2. Lyngby";"Københavns Omegns Storkreds";"Hovedstaden";"20070101";"99991231"
"173004";"173";"14";"2";"1";"Engelsborg";"Lyngby-Tårbæk";"2. Lyngby";"Københavns Omegns Storkreds";"Hovedstaden";"20070101";"99991231"
"173005";"173";"14";"2";"1";"Taarbæk";"Lyngby-Tårbæk";"2. Lyngby";"Københavns Omegns Storkreds";"Hovedstaden";"20070101";"99991231"
"173006";"173";"14";"2";"1";"Virum";"Lyngby-Tårbæk";"2. Lyngby";"Københavns Omegns Storkreds";"Hovedstaden";"20070101";"99991231"
"173007";"173";"14";"2";"1";"Hummeltofte";"Lyngby-Tårbæk";"2. Lyngby";"Københavns Omegns Storkreds";"Hovedstaden";"20070101";"99991231"
"173008";"173";"14";"2";"1";"Virumhallerne";"Lyngby-Tårbæk";"2. Lyngby";"Københavns Omegns Storkreds";"Hovedstaden";"20221002";"99991231"
"173009";"173";"14";"2";"1";"Kongevej";"Lyngby-Tårbæk";"2. Lyngby";"Københavns Omegns Storkreds";"Hovedstaden";"20070101";"99991231"
"173010";"173";"14";"2";"1";"Lundtofte";"Lyngby-Tårbæk";"2. Lyngby";"Københavns Omegns Storkreds";"Hovedstaden";"20070101";"99991231"
"175001";"175";"16";"2";"1";"Ørbygård";"Rødovre";"4. Rødovre";"Københavns Omegns Storkreds";"Hovedstaden";"20070101";"99991231"
"175002";"175";"16";"2";"1";"Tinderhøj";"Rødovre";"4. Rødovre";"Københavns Omegns Storkreds";"Hovedstaden";"20171120";"99991231"
"175003";"175";"16";"2";"1";"Rødovre";"Rødovre";"4. Rødovre";"Københavns Omegns Storkreds";"Hovedstaden";"20070101";"99991231"
"175004";"175";"16";"2";"1";"Valhøj";"Rødovre";"4. Rødovre";"Københavns Omegns Storkreds";"Hovedstaden";"20070101";"99991231"
"175005";"175";"16";"2";"1";"Rødovrehallen";"Rødovre";"4. Rødovre";"Københavns Omegns Storkreds";"Hovedstaden";"20110101";"99991231"
"175006";"175";"16";"2";"1";"Islev";"Rødovre";"4. Rødovre";"Københavns Omegns Storkreds";"Hovedstaden";"20171120";"99991231"
"175007";"175";"16";"2";"1";"Milestedet";"Rødovre";"4. Rødovre";"Københavns Omegns Storkreds";"Hovedstaden";"20190511";"99991231"
"183001";"183";"18";"2";"1";"Ishøj Landsby";"Ishøj";"6. Brøndby";"Københavns Omegns Storkreds";"Hovedstaden";"20070101";"99991231"
"183002";"183";"18";"2";"1";"Vibeholmskolen";"Ishøj";"6. Brøndby";"Københavns Omegns Storkreds";"Hovedstaden";"20070101";"99991231"
"183003";"183";"18";"2";"1";"Gildbroskolen";"Ishøj";"6. Brøndby";"Københavns Omegns Storkreds";"Hovedstaden";"20070101";"99991231"
"183004";"183";"18";"2";"1";"Strandgårdskolen";"Ishøj";"6. Brøndby";"Københavns Omegns Storkreds";"Hovedstaden";"20070101";"99991231"
"183005";"183";"18";"2";"1";"Ishøj Bycenter";"Ishøj";"6. Brøndby";"Københavns Omegns Storkreds";"Hovedstaden";"20070101";"99991231"
"185001";"185";"12";"1";"1";"Vestamager";"Tårnby";"12. Tårnby";"Københavns Storkreds";"Hovedstaden";"20070101";"99991231"
"185002";"185";"12";"1";"1";"Pilegården";"Tårnby";"12. Tårnby";"Københavns Storkreds";"Hovedstaden";"20070101";"99991231"
"185003";"185";"12";"1";"1";"Tårnby";"Tårnby";"12. Tårnby";"Københavns Storkreds";"Hovedstaden";"20070101";"99991231"
"185004";"185";"12";"1";"1";"Korsvejen";"Tårnby";"12. Tårnby";"Københavns Storkreds";"Hovedstaden";"20070101";"99991231"
"185005";"185";"12";"1";"1";"Løjtegården";"Tårnby";"12. Tårnby";"Københavns Storkreds";"Hovedstaden";"20070101";"99991231"
"185006";"185";"12";"1";"1";"Kastrup";"Tårnby";"12. Tårnby";"Københavns Storkreds";"Hovedstaden";"20070101";"99991231"
"187001";"187";"18";"2";"1";"Vallensbæk Skole, Multisalen";"Vallensbæk";"6. Brøndby";"Københavns Omegns Storkreds";"Hovedstaden";"20070101";"99991231"
"187002";"187";"18";"2";"1";"Egholmskolen";"Vallensbæk";"6. Brøndby";"Københavns Omegns Storkreds";"Hovedstaden";"20070101";"99991231"
"187003";"187";"18";"2";"1";"Pilehaveskolen";"Vallensbæk";"6. Brøndby";"Københavns Omegns Storkreds";"Hovedstaden";"20070101";"99991231"
"190001";"190";"25";"3";"1";"Værløse";"Furesø";"5. Egedal";"Nordsjællands Storkreds";"Hovedstaden";"20070101";"99991231"
"190002";"190";"25";"3";"1";"Hareskov";"Furesø";"5. Egedal";"Nordsjællands Storkreds";"Hovedstaden";"20070101";"99991231"
"190003";"190";"25";"3";"1";"Søndersø";"Furesø";"5. Egedal";"Nordsjællands Storkreds";"Hovedstaden";"20070101";"99991231"
"190004";"190";"25";"3";"1";"Jonstrup";"Furesø";"5. Egedal";"Nordsjællands Storkreds";"Hovedstaden";"20070101";"99991231"
"190005";"190";"25";"3";"1";"Stavnsholt";"Furesø";"5. Egedal";"Nordsjællands Storkreds";"Hovedstaden";"20070101";"99991231"
"190006";"190";"25";"3";"1";"Solvang";"Furesø";"5. Egedal";"Nordsjællands Storkreds";"Hovedstaden";"20070101";"99991231"
"190007";"190";"25";"3";"1";"Paltholm";"Furesø";"5. Egedal";"Nordsjællands Storkreds";"Hovedstaden";"20070101";"99991231"
"201001";"201";"26";"3";"1";"Blovstrød";"Allerød";"6. Rudersdal";"Nordsjællands Storkreds";"Hovedstaden";"20070101";"99991231"
"201002";"201";"26";"3";"1";"Skovvang";"Allerød";"6. Rudersdal";"Nordsjællands Storkreds";"Hovedstaden";"20150601";"99991231"
"201003";"201";"26";"3";"1";"Lillerød";"Allerød";"6. Rudersdal";"Nordsjællands Storkreds";"Hovedstaden";"20150601";"99991231"
"201004";"201";"26";"3";"1";"Lynge";"Allerød";"6. Rudersdal";"Nordsjællands Storkreds";"Hovedstaden";"20150601";"99991231"
"201005";"201";"26";"3";"1";"Ravnsholt";"Allerød";"6. Rudersdal";"Nordsjællands Storkreds";"Hovedstaden";"20150601";"99991231"
"210001";"210";"22";"3";"1";"Asminderød";"Fredensborg";"2. Fredensborg";"Nordsjællands Storkreds";"Hovedstaden";"20070101";"99991231"
"210002";"210";"22";"3";"1";"Fredensborg";"Fredensborg";"2. Fredensborg";"Nordsjællands Storkreds";"Hovedstaden";"20070101";"99991231"
"210003";"210";"22";"3";"1";"Humlebæk";"Fredensborg";"2. Fredensborg";"Nordsjællands Storkreds";"Hovedstaden";"20070101";"99991231"
"210004";"210";"22";"3";"1";"Baunebjerg";"Fredensborg";"2. Fredensborg";"Nordsjællands Storkreds";"Hovedstaden";"20070101";"99991231"
"210005";"210";"22";"3";"1";"Kokkedal";"Fredensborg";"2. Fredensborg";"Nordsjællands Storkreds";"Hovedstaden";"20151101";"99991231"
"210007";"210";"22";"3";"1";"Niverød";"Fredensborg";"2. Fredensborg";"Nordsjællands Storkreds";"Hovedstaden";"20070101";"99991231"
"210008";"210";"22";"3";"1";"Karlebo";"Fredensborg";"2. Fredensborg";"Nordsjællands Storkreds";"Hovedstaden";"20070101";"99991231"
"210009";"210";"22";"3";"1";"Nivå";"Fredensborg";"2. Fredensborg";"Nordsjællands Storkreds";"Hovedstaden";"20070101";"99991231"
"217001";"217";"21";"3";"1";"Helsingør Hallen";"Helsingør";"1. Helsingør";"Nordsjællands Storkreds";"Hovedstaden";"20150601";"99991231"
"217002";"217";"21";"3";"1";"Skolen ved Gurrevej";"Helsingør";"1. Helsingør";"Nordsjællands Storkreds";"Hovedstaden";"20190511";"99991231"
"217003";"217";"21";"3";"1";"Laden, Gl. Vapnagård";"Helsingør";"1. Helsingør";"Nordsjællands Storkreds";"Hovedstaden";"20150601";"99991231"
"217004";"217";"21";"3";"1";"Bølgen";"Helsingør";"1. Helsingør";"Nordsjællands Storkreds";"Hovedstaden";"20090701";"99991231"
"217005";"217";"21";"3";"1";"Hornbæk Skole";"Helsingør";"1. Helsingør";"Nordsjællands Storkreds";"Hovedstaden";"20070101";"99991231"
"217006";"217";"21";"3";"1";"Nygård Skole";"Helsingør";"1. Helsingør";"Nordsjællands Storkreds";"Hovedstaden";"20171120";"99991231"
"217007";"217";"21";"3";"1";"Tikøb Skole";"Helsingør";"1. Helsingør";"Nordsjællands Storkreds";"Hovedstaden";"20150601";"99991231"
