"Gruppe";"ValgstedId";"KredsNr";"StorKredsNr";"LandsdelsNr";"FV2019 - Stemmeberettigede";"FV2019 - Afgivne stemmer";"FV2019 - Blanke stemmer";"FV2019 - Andre ugyldige stemmer";"FV2019 - Gyldige stemmer";"FV2019 - A. Socialdemokratiet";"FV2019 - B. Radikale Venstre";"FV2019 - C. Det Konservative Folkeparti";"FV2019 - F. SF - Socialistisk Folkeparti";"FV2019 - I. Liberal Alliance";"FV2019 - K. Kristendemokraterne";"FV2019 - O. Dansk Folkeparti";"FV2019 - V. Venstre, Danmarks Liberale Parti";"FV2019 - Ø. Enhedslisten - De Rød-Grønne";"FV2019 - Å. Alternativet";"FV2019 - D. Nye Borgerlige";"FV2019 - P. Stram Kurs";"FV2019 - E. Klaus Riskær Pedersen";"FV2019 - 1. Uden for partierne";"FV2019 - 2. Uden for partierne";"FV2019 - 3. Uden for partierne";"FV2019 - 4. Uden for partierne";"FV2019 - 5. Uden for partierne"
"101044";"101044";"8";"1";"1";"5960";"4789";"40";"16";"4733";"1084";"740";"185";"494";"136";"44";"253";"679";"645";"244";"76";"99";"44";"1";"0";"2";"7";"0"
"101046";"101046";"8";"1";"1";"4810";"3774";"29";"23";"3722";"857";"562";"135";"411";"64";"52";"269";"460";"538";"187";"55";"89";"38";"0";"0";"0";"5";"0"
"101047";"101047";"8";"1";"1";"4494";"3676";"33";"33";"3610";"719";"552";"109";"442";"72";"21";"184";"416";"718";"245";"48";"57";"23";"0";"1";"0";"3";"0"
"101048";"101048";"8";"1";"1";"7245";"6212";"62";"20";"6130";"1105";"902";"260";"817";"188";"41";"244";"986";"955";"359";"95";"90";"79";"0";"3";"1";"4";"1"
"101049";"101049";"9";"1";"1";"7018";"6279";"29";"10";"6240";"801";"1150";"157";"923";"92";"23";"125";"546";"1620";"643";"51";"45";"60";"0";"0";"2";"2";"0"
"101050";"101050";"9";"1";"1";"8069";"7026";"34";"12";"6980";"860";"1381";"237";"945";"156";"19";"131";"762";"1628";"648";"62";"59";"83";"0";"4";"0";"5";"0"
"101051";"101051";"9";"1";"1";"8579";"6633";"63";"34";"6536";"1371";"693";"143";"689";"122";"41";"395";"513";"1671";"508";"128";"180";"70";"1";"4";"3";"3";"1"
"101052";"101052";"9";"1";"1";"6258";"5531";"23";"16";"5492";"669";"1059";"203";"748";"132";"24";"100";"666";"1219";"541";"55";"25";"43";"0";"1";"1";"6";"0"
"101053";"101053";"9";"1";"1";"5975";"5277";"22";"9";"5246";"696";"1069";"206";"695";"114";"20";"104";"564";"1168";"457";"50";"45";"53";"1";"2";"1";"1";"0"
"101054";"101054";"9";"1";"1";"3084";"2527";"19";"12";"2496";"428";"344";"71";"306";"59";"21";"106";"246";"576";"229";"35";"45";"25";"0";"1";"2";"2";"0"
"101055";"101055";"9";"1";"1";"8313";"7285";"45";"15";"7225";"858";"1449";"480";"589";"485";"36";"115";"1872";"638";"427";"106";"79";"85";"1";"1";"0";"4";"0"
"101056";"101056";"1";"1";"1";"7215";"6398";"27";"7";"6364";"778";"1190";"590";"556";"306";"36";"127";"1631";"630";"328";"68";"59";"61";"0";"3";"0";"1";"0"
"101057";"101057";"2";"1";"1";"7458";"6410";"31";"26";"6353";"1172";"1066";"226";"820";"126";"52";"321";"787";"1093";"468";"80";"78";"62";"0";"2";"0";"0";"0"
"101058";"101058";"5";"1";"1";"9724";"8111";"43";"17";"8051";"927";"1686";"160";"1015";"141";"44";"173";"614";"2262";"821";"65";"62";"69";"0";"5";"2";"4";"1"
"101059";"101059";"6";"1";"1";"5395";"4076";"33";"22";"4021";"688";"700";"116";"467";"57";"54";"194";"292";"971";"323";"57";"63";"33";"0";"3";"1";"2";"0"
"147001";"147001";"10";"1";"1";"8265";"7360";"33";"18";"7309";"990";"1553";"686";"839";"209";"55";"212";"1221";"920";"434";"80";"50";"59";"0";"0";"0";"1";"0"
"147002";"147002";"10";"1";"1";"8479";"7667";"34";"20";"7613";"1089";"1379";"839";"824";"231";"55";"217";"1503";"856";"391";"114";"54";"56";"0";"1";"0";"4";"0"
"147003";"147003";"10";"1";"1";"10700";"9597";"29";"24";"9544";"1407";"1839";"778";"1089";"266";"52";"306";"1692";"1280";"546";"120";"68";"96";"0";"0";"1";"4";"0"
"147004";"147004";"10";"1";"1";"10117";"8992";"49";"11";"8932";"1338";"1725";"841";"929";"229";"63";"319";"1637";"1103";"475";"121";"77";"62";"2";"7";"1";"2";"1"
"147005";"147005";"11";"1";"1";"10090";"8550";"48";"30";"8472";"1522";"1310";"750";"872";"267";"75";"389";"1453";"1072";"418";"128";"123";"70";"0";"3";"0";"17";"3"
"147006";"147006";"11";"1";"1";"9012";"7731";"35";"9";"7687";"1401";"1123";"860";"736";"197";"82";"430";"1417";"877";"314";"108";"78";"59";"0";"2";"1";"2";"0"
"147007";"147007";"11";"1";"1";"9818";"8375";"49";"30";"8296";"1329";"1391";"896";"797";"246";"64";"319";"1551";"1003";"368";"139";"95";"87";"0";"3";"1";"7";"0"
"147008";"147008";"11";"1";"1";"7958";"7153";"33";"13";"7107";"1109";"1260";"570";"789";"252";"42";"210";"1341";"908";"374";"96";"73";"76";"0";"3";"2";"1";"1"
"151001";"151001";"20";"2";"1";"4145";"3386";"34";"9";"3343";"1341";"226";"133";"258";"65";"28";"429";"383";"218";"48";"99";"82";"21";"2";"10";"-";"-";"-"
"151002";"151002";"20";"2";"1";"6055";"4790";"54";"18";"4718";"1730";"276";"199";"463";"88";"30";"549";"620";"375";"103";"109";"123";"40";"0";"13";"-";"-";"-"
"151003";"151003";"20";"2";"1";"2638";"2339";"13";"8";"2318";"753";"146";"154";"210";"69";"22";"222";"437";"137";"45";"59";"44";"12";"0";"8";"-";"-";"-"
"151004";"151004";"20";"2";"1";"2920";"2320";"24";"7";"2289";"865";"141";"75";"222";"41";"20";"310";"237";"159";"46";"67";"82";"15";"0";"9";"-";"-";"-"
"151005";"151005";"20";"2";"1";"3680";"3381";"24";"8";"3349";"956";"257";"262";"315";"90";"75";"292";"728";"174";"71";"68";"29";"28";"0";"4";"-";"-";"-"
"151006";"151006";"20";"2";"1";"5543";"4478";"41";"9";"4428";"1619";"299";"173";"369";"74";"89";"542";"564";"348";"102";"102";"104";"34";"2";"7";"-";"-";"-"
"151008";"151008";"20";"2";"1";"4126";"3656";"34";"8";"3614";"1013";"347";"301";"364";"98";"38";"259";"701";"236";"85";"76";"48";"36";"1";"11";"-";"-";"-"
"151009";"151009";"20";"2";"1";"3221";"2959";"22";"4";"2933";"791";"323";"232";"303";"75";"37";"167";"537";"193";"126";"75";"38";"26";"2";"8";"-";"-";"-"
"151010";"151010";"20";"2";"1";"2109";"1910";"13";"3";"1894";"533";"178";"114";"262";"47";"13";"128";"304";"161";"69";"34";"35";"11";"0";"5";"-";"-";"-"
"153001";"153001";"18";"2";"1";"3227";"2815";"25";"3";"2787";"914";"189";"167";"217";"43";"14";"370";"470";"142";"78";"90";"64";"20";"6";"3";"-";"-";"-"
"153002";"153002";"18";"2";"1";"3401";"2696";"32";"8";"2656";"1045";"135";"103";"206";"36";"10";"352";"397";"142";"51";"63";"77";"29";"7";"3";"-";"-";"-"
"153003";"153003";"18";"2";"1";"3041";"2476";"24";"10";"2442";"945";"111";"94";"219";"34";"23";"291";"349";"183";"53";"43";"74";"12";"0";"11";"-";"-";"-"
"153004";"153004";"18";"2";"1";"5496";"4333";"29";"24";"4280";"1661";"357";"167";"351";"51";"26";"478";"476";"321";"112";"98";"135";"30";"3";"14";"-";"-";"-"
"153005";"153005";"18";"2";"1";"8157";"6290";"28";"34";"6228";"1839";"963";"234";"496";"74";"38";"579";"734";"618";"354";"112";"133";"32";"2";"20";"-";"-";"-"
"155001";"155001";"12";"1";"1";"3824";"3408";"15";"5";"3388";"618";"408";"417";"208";"80";"18";"234";"1049";"156";"57";"63";"44";"36";"0";"0";"0";"0";"0"
"155004";"155004";"12";"1";"1";"6451";"5715";"28";"12";"5675";"1165";"481";"556";"295";"168";"33";"536";"1755";"248";"141";"151";"83";"58";"0";"1";"1";"3";"0"
"157001";"157001";"13";"2";"1";"5369";"4866";"22";"19";"4825";"507";"659";"1130";"286";"253";"39";"169";"1252";"208";"124";"101";"45";"38";"1";"13";"-";"-";"-"
"157002";"157002";"13";"2";"1";"4458";"3964";"23";"8";"3933";"689";"618";"532";"416";"112";"43";"184";"753";"303";"122";"80";"43";"28";"0";"10";"-";"-";"-"
"157003";"157003";"13";"2";"1";"4969";"4288";"21";"17";"4250";"456";"696";"960";"272";"224";"36";"127";"1012";"194";"115";"80";"45";"23";"0";"10";"-";"-";"-"
"157004";"157004";"13";"2";"1";"5142";"4251";"30";"17";"4204";"768";"585";"635";"311";"142";"46";"259";"764";"283";"159";"103";"96";"41";"0";"12";"-";"-";"-"
"157005";"157005";"13";"2";"1";"4986";"4537";"22";"14";"4501";"546";"796";"872";"312";"202";"42";"145";"1028";"226";"116";"106";"54";"48";"0";"8";"-";"-";"-"
"157006";"157006";"13";"2";"1";"5635";"5183";"12";"14";"5157";"462";"787";"1133";"264";"271";"41";"139";"1488";"234";"122";"129";"44";"33";"0";"10";"-";"-";"-"
"157007";"157007";"13";"2";"1";"6099";"5475";"33";"11";"5431";"534";"831";"1014";"332";"271";"67";"181";"1463";"321";"189";"116";"52";"47";"0";"13";"-";"-";"-"
"157008";"157008";"13";"2";"1";"4396";"3947";"20";"7";"3920";"417";"514";"905";"213";"183";"30";"146";"1039";"175";"115";"87";"40";"45";"0";"11";"-";"-";"-"
"157009";"157009";"13";"2";"1";"5047";"4567";"10";"15";"4542";"397";"605";"1067";"170";"280";"37";"107";"1395";"185";"133";"86";"33";"38";"0";"9";"-";"-";"-"
"157010";"157010";"13";"2";"1";"4621";"4063";"20";"16";"4027";"387";"495";"978";"203";"200";"34";"160";"1106";"171";"91";"107";"49";"37";"0";"9";"-";"-";"-"
"159001";"159001";"15";"2";"1";"5135";"4409";"29";"26";"4354";"940";"559";"457";"423";"134";"43";"279";"840";"336";"132";"91";"76";"36";"0";"8";"-";"-";"-"
"159002";"159002";"15";"2";"1";"6182";"5209";"53";"13";"5143";"1434";"548";"281";"682";"133";"46";"362";"793";"437";"181";"107";"91";"36";"2";"10";"-";"-";"-"
"159003";"159003";"15";"2";"1";"5907";"4868";"42";"17";"4809";"1318";"448";"298";"513";"102";"39";"451";"826";"382";"133";"127";"107";"54";"0";"11";"-";"-";"-"
"159004";"159004";"15";"2";"1";"6364";"5382";"28";"27";"5327";"1376";"827";"224";"677";"80";"57";"359";"637";"630";"256";"76";"80";"36";"0";"12";"-";"-";"-"
"159005";"159005";"15";"2";"1";"6358";"5212";"48";"12";"5152";"1553";"530";"262";"587";"105";"42";"483";"758";"451";"138";"101";"85";"47";"0";"10";"-";"-";"-"
"159006";"159006";"15";"2";"1";"5939";"5321";"38";"14";"5269";"1228";"815";"419";"634";"150";"49";"252";"923";"402";"221";"73";"57";"38";"0";"8";"-";"-";"-"
"159007";"159007";"15";"2";"1";"3908";"3424";"23";"6";"3395";"739";"488";"232";"474";"103";"34";"200";"542";"316";"128";"51";"45";"36";"1";"6";"-";"-";"-"
"159008";"159008";"15";"2";"1";"4349";"3677";"21";"4";"3652";"966";"404";"257";"381";"108";"31";"288";"631";"289";"90";"70";"77";"38";"1";"21";"-";"-";"-"
"159009";"159009";"15";"2";"1";"2356";"1837";"10";"7";"1820";"423";"250";"113";"213";"50";"13";"113";"310";"181";"60";"41";"35";"15";"0";"3";"-";"-";"-"
"161001";"161001";"20";"2";"1";"2285";"2042";"14";"2";"2026";"579";"161";"145";"173";"41";"10";"212";"459";"103";"39";"50";"39";"12";"1";"2";"-";"-";"-"
"161002";"161002";"20";"2";"1";"2533";"2028";"27";"7";"1994";"548";"207";"137";"156";"47";"15";"219";"357";"130";"52";"57";"49";"17";"0";"3";"-";"-";"-"
"161003";"161003";"20";"2";"1";"4147";"3298";"36";"13";"3249";"938";"207";"171";"301";"91";"31";"413";"566";"208";"86";"92";"101";"29";"1";"14";"-";"-";"-"
"161004";"161004";"20";"2";"1";"2870";"2237";"20";"16";"2201";"896";"148";"46";"162";"34";"16";"305";"210";"156";"70";"62";"72";"17";"3";"4";"-";"-";"-"
"161005";"161005";"20";"2";"1";"1436";"1334";"8";"3";"1323";"267";"106";"146";"82";"42";"14";"119";"423";"45";"16";"23";"20";"16";"1";"3";"-";"-";"-"
"161006";"161006";"20";"2";"1";"2724";"2291";"17";"12";"2262";"700";"143";"134";"204";"44";"12";"275";"451";"116";"45";"71";"47";"13";"0";"7";"-";"-";"-"
"163001";"163001";"16";"2";"1";"7145";"5751";"49";"21";"5681";"1806";"490";"287";"612";"122";"67";"515";"806";"495";"162";"121";"135";"44";"0";"19";"-";"-";"-"
"163002";"163002";"16";"2";"1";"6357";"5670";"45";"18";"5607";"1845";"419";"461";"463";"104";"106";"441";"1003";"383";"112";"135";"84";"35";"1";"15";"-";"-";"-"
"163003";"163003";"16";"2";"1";"6618";"5376";"57";"25";"5294";"1655";"414";"315";"513";"98";"72";"460";"690";"546";"167";"144";"157";"39";"1";"23";"-";"-";"-"
"165001";"165001";"19";"2";"1";"4405";"3779";"40";"14";"3725";"982";"264";"221";"521";"78";"32";"257";"472";"545";"179";"66";"68";"24";"2";"14";"-";"-";"-"
"165002";"165002";"19";"2";"1";"3216";"2789";"24";"3";"2762";"839";"235";"161";"350";"34";"22";"250";"335";"270";"101";"66";"71";"20";"1";"7";"-";"-";"-"
"165003";"165003";"19";"2";"1";"3048";"2402";"17";"21";"2364";"676";"280";"68";"334";"18";"22";"226";"211";"262";"142";"57";"51";"14";"0";"3";"-";"-";"-"
"165004";"165004";"19";"2";"1";"3378";"2572";"35";"8";"2529";"918";"181";"52";"323";"21";"12";"274";"173";"287";"98";"73";"89";"19";"0";"9";"-";"-";"-"
"165005";"165005";"19";"2";"1";"4364";"3712";"26";"20";"3666";"1049";"419";"118";"564";"50";"33";"218";"329";"468";"232";"96";"59";"23";"1";"7";"-";"-";"-"
"167001";"167001";"17";"2";"1";"4051";"3446";"21";"2";"3423";"863";"327";"205";"443";"69";"20";"319";"554";"289";"123";"92";"77";"25";"2";"15";"-";"-";"-"
"167002";"167002";"17";"2";"1";"3294";"2696";"23";"2";"2671";"784";"217";"125";"288";"53";"30";"296";"430";"190";"91";"61";"72";"21";"1";"12";"-";"-";"-"
"167003";"167003";"17";"2";"1";"4359";"3503";"35";"10";"3458";"1118";"274";"134";"376";"51";"25";"417";"457";"303";"103";"72";"92";"26";"0";"10";"-";"-";"-"
"167004";"167004";"17";"2";"1";"4585";"3856";"20";"8";"3828";"1242";"304";"170";"526";"75";"34";"400";"492";"281";"97";"78";"86";"37";"0";"6";"-";"-";"-"
"167005";"167005";"17";"2";"1";"4946";"4356";"47";"8";"4301";"1167";"355";"274";"502";"101";"60";"444";"688";"346";"131";"104";"71";"44";"0";"14";"-";"-";"-"
"167006";"167006";"17";"2";"1";"5101";"4272";"22";"9";"4241";"1383";"363";"214";"414";"57";"42";"473";"666";"306";"87";"80";"92";"41";"4";"19";"-";"-";"-"
"167007";"167007";"17";"2";"1";"5749";"4819";"41";"10";"4768";"1343";"431";"281";"472";"75";"84";"562";"853";"289";"139";"118";"84";"31";"0";"6";"-";"-";"-"
"167008";"167008";"17";"2";"1";"4589";"3578";"35";"9";"3534";"986";"395";"129";"403";"52";"31";"387";"378";"385";"115";"115";"107";"33";"0";"18";"-";"-";"-"
"169001";"169001";"19";"2";"1";"2123";"1543";"16";"7";"1520";"376";"156";"123";"143";"35";"10";"148";"187";"143";"98";"31";"49";"19";"0";"2";"-";"-";"-"
"169002";"169002";"19";"2";"1";"3292";"2756";"16";"10";"2730";"750";"264";"355";"219";"41";"30";"266";"415";"142";"81";"64";"71";"23";"0";"9";"-";"-";"-"
"169004";"169004";"19";"2";"1";"4205";"3713";"27";"7";"3679";"1001";"294";"519";"263";"56";"38";"369";"661";"175";"89";"94";"82";"27";"0";"11";"-";"-";"-"
"169006";"169006";"19";"2";"1";"4007";"3059";"36";"21";"3002";"742";"448";"200";"256";"60";"25";"272";"403";"261";"159";"88";"52";"24";"0";"12";"-";"-";"-"
"169007";"169007";"19";"2";"1";"5155";"4342";"39";"17";"4286";"1325";"317";"406";"355";"76";"38";"508";"630";"250";"124";"118";"88";"36";"2";"13";"-";"-";"-"
"169008";"169008";"19";"2";"1";"2919";"2324";"18";"12";"2294";"662";"211";"178";"203";"47";"26";"275";"310";"167";"78";"64";"58";"9";"0";"6";"-";"-";"-"
"169009";"169009";"19";"2";"1";"1881";"1652";"9";"3";"1640";"350";"132";"161";"137";"31";"26";"178";"375";"97";"29";"63";"31";"24";"0";"6";"-";"-";"-"
"169010";"169010";"19";"2";"1";"4370";"3565";"31";"12";"3522";"983";"322";"341";"272";"71";"26";"381";"616";"207";"97";"82";"82";"29";"1";"12";"-";"-";"-"
"169012";"169012";"19";"2";"1";"4046";"3499";"23";"15";"3461";"935";"228";"329";"315";"76";"30";"411";"697";"138";"66";"115";"78";"34";"0";"9";"-";"-";"-"
"169013";"169013";"19";"2";"1";"646";"572";"5";"3";"564";"124";"34";"58";"58";"13";"5";"59";"129";"35";"13";"17";"14";"2";"0";"3";"-";"-";"-"
"173001";"173001";"14";"2";"1";"4950";"4197";"25";"15";"4157";"786";"556";"545";"383";"179";"44";"191";"866";"251";"133";"103";"65";"40";"0";"15";"-";"-";"-"
"173002";"173002";"14";"2";"1";"4393";"3671";"25";"26";"3620";"914";"408";"360";"360";"103";"37";"286";"552";"280";"128";"85";"63";"29";"0";"15";"-";"-";"-"
"173003";"173003";"14";"2";"1";"4646";"4001";"51";"16";"3934";"660";"600";"588";"312";"207";"24";"190";"766";"236";"168";"80";"51";"45";"0";"7";"-";"-";"-"
"173004";"173004";"14";"2";"1";"4996";"4462";"23";"8";"4431";"736";"676";"684";"365";"199";"45";"179";"992";"251";"138";"84";"38";"34";"0";"10";"-";"-";"-"
"173005";"173005";"14";"2";"1";"1095";"1004";"2";"1";"1001";"110";"180";"167";"84";"30";"6";"32";"222";"81";"41";"16";"15";"16";"0";"1";"-";"-";"-"
"173006";"173006";"14";"2";"1";"4774";"4429";"14";"6";"4409";"545";"815";"961";"302";"191";"25";"110";"1006";"211";"108";"86";"26";"18";"0";"5";"-";"-";"-"
"173007";"173007";"14";"2";"1";"3593";"3304";"17";"2";"3285";"555";"603";"519";"329";"90";"27";"111";"693";"152";"76";"66";"27";"30";"0";"7";"-";"-";"-"
"173008";"173008";"14";"2";"1";"3893";"3387";"23";"6";"3358";"678";"438";"489";"339";"95";"24";"183";"650";"210";"108";"57";"46";"34";"0";"7";"-";"-";"-"
"173009";"173009";"14";"2";"1";"2163";"2052";"3";"4";"2045";"367";"374";"314";"203";"63";"23";"68";"378";"104";"70";"39";"18";"20";"0";"4";"-";"-";"-"
"173010";"173010";"14";"2";"1";"4499";"3879";"23";"16";"3840";"780";"585";"582";"380";"87";"27";"168";"651";"275";"122";"76";"64";"34";"1";"8";"-";"-";"-"
"175001";"175001";"16";"2";"1";"3022";"2595";"23";"12";"2560";"660";"232";"181";"299";"58";"26";"219";"448";"225";"81";"45";"57";"20";"0";"9";"-";"-";"-"
"175002";"175002";"16";"2";"1";"4164";"3403";"28";"10";"3365";"1186";"241";"156";"335";"50";"35";"349";"467";"271";"74";"85";"81";"23";"0";"12";"-";"-";"-"
"175003";"175003";"16";"2";"1";"5800";"4863";"35";"6";"4822";"1414";"473";"309";"541";"102";"53";"372";"766";"420";"126";"107";"89";"34";"1";"15";"-";"-";"-"
"175004";"175004";"16";"2";"1";"3895";"3106";"25";"12";"3069";"1047";"237";"121";"347";"50";"17";"296";"356";"290";"99";"73";"84";"35";"0";"17";"-";"-";"-"
"175005";"175005";"16";"2";"1";"5526";"4620";"35";"14";"4571";"1450";"424";"250";"514";"93";"65";"397";"630";"370";"136";"104";"90";"34";"1";"13";"-";"-";"-"
"175006";"175006";"16";"2";"1";"4321";"3635";"27";"8";"3600";"1069";"289";"237";"346";"90";"30";"369";"585";"262";"105";"81";"96";"31";"0";"10";"-";"-";"-"
"175007";"175007";"16";"2";"1";"1426";"1091";"4";"7";"1080";"415";"111";"14";"81";"7";"8";"127";"52";"152";"39";"23";"36";"9";"1";"5";"-";"-";"-"
"183001";"183001";"18";"2";"1";"1351";"1160";"6";"1";"1153";"252";"116";"76";"108";"24";"14";"150";"253";"51";"30";"51";"20";"4";"0";"4";"-";"-";"-"
"183002";"183002";"18";"2";"1";"2653";"2234";"20";"6";"2208";"757";"238";"84";"167";"23";"16";"266";"335";"125";"58";"62";"50";"21";"0";"6";"-";"-";"-"
"183003";"183003";"18";"2";"1";"3478";"2661";"23";"2";"2636";"832";"303";"86";"242";"30";"17";"322";"310";"197";"92";"93";"97";"13";"0";"2";"-";"-";"-"
"183004";"183004";"18";"2";"1";"2875";"1935";"16";"16";"1903";"560";"351";"33";"180";"19";"8";"183";"137";"229";"97";"37";"54";"11";"0";"4";"-";"-";"-"
"183005";"183005";"18";"2";"1";"3375";"2795";"15";"9";"2771";"823";"349";"118";"213";"58";"18";"298";"483";"180";"73";"83";"55";"20";"0";"0";"-";"-";"-"
"185001";"185001";"12";"1";"1";"4537";"3888";"25";"7";"3856";"1053";"229";"193";"262";"81";"25";"584";"887";"181";"95";"123";"92";"49";"0";"0";"0";"2";"0"
"185002";"185002";"12";"1";"1";"5066";"4509";"42";"7";"4460";"1253";"366";"268";"320";"88";"47";"460";"1088";"255";"86";"96";"81";"51";"0";"0";"0";"1";"0"
"185003";"185003";"12";"1";"1";"4804";"3920";"34";"19";"3867";"1290";"289";"150";"333";"61";"22";"519";"617";"265";"84";"93";"99";"41";"0";"0";"1";"2";"1"
"185004";"185004";"12";"1";"1";"4084";"3348";"39";"16";"3293";"1049";"259";"149";"311";"51";"19";"353";"593";"240";"86";"69";"81";"27";"0";"0";"2";"3";"1"
"185005";"185005";"12";"1";"1";"3638";"3099";"22";"11";"3066";"875";"254";"173";"237";"58";"30";"318";"634";"212";"83";"78";"65";"46";"0";"1";"0";"1";"1"
"185006";"185006";"12";"1";"1";"8323";"6617";"72";"16";"6529";"2344";"375";"269";"538";"100";"45";"867";"915";"482";"177";"167";"171";"69";"2";"2";"0";"6";"0"
"187001";"187001";"18";"2";"1";"3482";"2859";"20";"12";"2827";"599";"360";"336";"231";"73";"27";"228";"532";"175";"112";"69";"55";"20";"1";"9";"-";"-";"-"
"187002";"187002";"18";"2";"1";"3218";"2919";"25";"16";"2878";"768";"230";"454";"194";"75";"25";"264";"587";"118";"39";"66";"38";"17";"0";"3";"-";"-";"-"
"187003";"187003";"18";"2";"1";"3960";"3470";"24";"7";"3439";"905";"300";"489";"225";"69";"13";"340";"715";"135";"93";"77";"49";"22";"2";"5";"-";"-";"-"
"190001";"190001";"25";"3";"1";"7068";"6209";"36";"11";"6162";"1400";"931";"796";"467";"216";"55";"336";"1190";"338";"166";"143";"72";"47";"1";"4";"-";"-";"-"
"190002";"190002";"25";"3";"1";"2596";"2441";"9";"2";"2430";"370";"505";"378";"211";"67";"19";"62";"497";"156";"86";"50";"14";"15";"0";"0";"-";"-";"-"
"190003";"190003";"25";"3";"1";"3503";"3277";"11";"6";"3260";"575";"587";"471";"246";"123";"38";"132";"719";"150";"97";"58";"26";"33";"1";"4";"-";"-";"-"
"190004";"190004";"25";"3";"1";"1024";"958";"4";"5";"949";"225";"148";"100";"116";"31";"6";"38";"147";"70";"30";"21";"10";"6";"0";"1";"-";"-";"-"
"190005";"190005";"25";"3";"1";"4161";"3811";"21";"6";"3784";"701";"571";"527";"272";"132";"32";"140";"902";"258";"113";"77";"30";"28";"0";"1";"-";"-";"-"
"190006";"190006";"25";"3";"1";"6039";"5454";"26";"13";"5415";"992";"851";"655";"423";"207";"54";"230";"1299";"354";"166";"111";"39";"28";"0";"6";"-";"-";"-"
"190007";"190007";"25";"3";"1";"3602";"2837";"33";"9";"2795";"708";"357";"153";"252";"61";"19";"191";"420";"352";"132";"74";"51";"24";"0";"1";"-";"-";"-"
"201001";"201001";"26";"3";"1";"2322";"2187";"14";"5";"2168";"327";"344";"339";"175";"83";"27";"116";"495";"108";"75";"54";"14";"10";"0";"1";"-";"-";"-"
"201002";"201002";"26";"3";"1";"3758";"3321";"22";"18";"3281";"747";"460";"395";"280";"102";"23";"209";"608";"213";"97";"81";"38";"25";"0";"3";"-";"-";"-"
"201003";"201003";"26";"3";"1";"4090";"3756";"26";"5";"3725";"712";"616";"535";"280";"122";"37";"169";"856";"159";"100";"85";"23";"23";"0";"8";"-";"-";"-"
"201004";"201004";"26";"3";"1";"3814";"3425";"27";"12";"3386";"634";"353";"434";"194";"92";"33";"245";"943";"155";"75";"143";"47";"33";"1";"4";"-";"-";"-"
"201005";"201005";"26";"3";"1";"4292";"4019";"13";"10";"3996";"659";"586";"677";"242";"161";"51";"168";"1075";"147";"77";"105";"22";"24";"0";"2";"-";"-";"-"
"210001";"210001";"22";"3";"1";"4743";"4140";"23";"10";"4107";"857";"406";"479";"249";"142";"57";"362";"1056";"144";"106";"137";"60";"47";"0";"5";"-";"-";"-"
"210002";"210002";"22";"3";"1";"3427";"3080";"11";"5";"3064";"492";"420";"436";"196";"140";"34";"160";"831";"118";"80";"91";"23";"37";"0";"6";"-";"-";"-"
"210003";"210003";"22";"3";"1";"3478";"3019";"17";"5";"2997";"524";"454";"397";"220";"134";"17";"163";"633";"190";"126";"75";"30";"31";"0";"3";"-";"-";"-"
"210004";"210004";"22";"3";"1";"3577";"3180";"15";"5";"3160";"655";"498";"274";"289";"94";"17";"233";"593";"197";"129";"97";"50";"34";"0";"0";"-";"-";"-"
"210005";"210005";"22";"3";"1";"6599";"5682";"33";"7";"5642";"1138";"766";"653";"358";"187";"74";"437";"1299";"307";"105";"174";"87";"55";"0";"2";"-";"-";"-"
"210007";"210007";"22";"3";"1";"2971";"2590";"16";"6";"2568";"547";"302";"211";"217";"84";"29";"212";"553";"171";"84";"93";"39";"26";"0";"0";"-";"-";"-"
"210008";"210008";"22";"3";"1";"858";"789";"2";"2";"785";"98";"87";"124";"38";"75";"10";"48";"213";"25";"26";"23";"7";"10";"0";"1";"-";"-";"-"
"210009";"210009";"22";"3";"1";"2670";"2206";"10";"3";"2193";"491";"325";"213";"197";"52";"19";"152";"427";"172";"63";"49";"17";"13";"1";"2";"-";"-";"-"
"217001";"217001";"21";"3";"1";"9703";"7892";"68";"31";"7793";"2084";"746";"651";"676";"219";"68";"587";"1040";"831";"314";"334";"144";"91";"4";"4";"-";"-";"-"
"217002";"217002";"21";"3";"1";"7353";"5829";"61";"21";"5747";"2026";"448";"380";"436";"101";"36";"604";"638";"495";"133";"245";"143";"59";"0";"3";"-";"-";"-"
"217003";"217003";"21";"3";"1";"5590";"4415";"40";"14";"4361";"1173";"593";"396";"303";"83";"28";"405";"547";"373";"130";"177";"111";"39";"0";"3";"-";"-";"-"
"217004";"217004";"21";"3";"1";"4295";"3761";"27";"3";"3731";"822";"375";"539";"235";"110";"37";"286";"816";"212";"95";"117";"54";"30";"0";"3";"-";"-";"-"
"217005";"217005";"21";"3";"1";"4003";"3441";"16";"3";"3422";"711";"331";"444";"193";"125";"13";"268";"788";"197";"124";"125";"39";"63";"0";"1";"-";"-";"-"
"217006";"217006";"21";"3";"1";"1023";"899";"10";"3";"886";"152";"78";"113";"52";"35";"7";"83";"194";"53";"35";"43";"24";"15";"0";"2";"-";"-";"-"
"217007";"217007";"21";"3";"1";"1314";"1140";"9";"1";"1130";"207";"123";"121";"51";"32";"7";"116";"290";"48";"26";"64";"28";"16";"0";"1";"-";"-";"-"
"217008";"217008";"21";"3";"1";"828";"707";"4";"1";"702";"165";"63";"60";"50";"21";"17";"79";"125";"40";"27";"25";"19";"10";"1";"0";"-";"-";"-"
