Gruppe,ValgstedId,KredsNr,StorKredsNr,LandsdelsNr,total_population,Danmark,Nordiske lande,Tyrkiet,Tidligere Jugoslavien,Gamle EU-lande,Nye EU-lande,Øvrige Europa,Afrika,Nordamerika,Syd- og Mellemamerika,Asien og Oceanien,Uoplyst,households_share_income_under100k,households_share_income_100-149.9k,households_share_income_150-199.9k,households_share_income_200-299.9k,households_share_income_300-399.9k,households_share_income_400-499.9k,households_share_income_500-749.9k,households_share_income_750-k,total_households,share_households_1car,share_households_2pluscar,share_households_nocar
101014,101014,3,1,1,16978.0,13590.0,536.0,22.0,27.0,1225.0,261.0,106.0,51.0,303.0,141.0,450.0,266.0,0.0715292459478506,0.03147756636128729,0.0614282358468405,0.13577636833450787,0.11580925534413906,0.0920836269673479,0.18428470754052148,0.30761099365750527,8514.0,0.13965233732675594,0.26697204604181346,0.6303735024665257
101016,101016,4,1,1,14737.0,12207.0,344.0,42.0,55.0,746.0,358.0,78.0,98.0,91.0,111.0,421.0,186.0,0.030668273737779563,0.02892728003214142,0.06080085710459354,0.18749162983795367,0.14945761349939735,0.12615508236239453,0.19485737243873041,0.2216418909870095,7467.0,0.11905718494710057,0.24280166064015,0.6495245747957681
101017,101017,4,1,1,20918.0,16918.0,477.0,143.0,109.0,924.0,623.0,76.0,196.0,112.0,159.0,845.0,336.0,0.051373300483620765,0.05401952732913587,0.08458800985491377,0.172825987772607,0.14581622410803904,0.1322200930741856,0.20083949265443926,0.15831736472305868,10959.0,0.10794780545670225,0.1986495118167716,0.7079113057760744
101018,101018,4,1,1,11397.0,9937.0,194.0,19.0,33.0,367.0,265.0,22.0,39.0,49.0,56.0,295.0,121.0,0.027244688142563398,0.033241946538725156,0.07111034955448937,0.16775188485263878,0.16672378341329677,0.13348183687457163,0.20013708019191226,0.2003084304318026,5836.0,0.13708019191226867,0.28272789581905416,0.5865318711446196
101019,101019,4,1,1,13496.0,11692.0,278.0,45.0,39.0,502.0,287.0,59.0,38.0,66.0,72.0,280.0,138.0,0.030389523169912693,0.0283747481531229,0.04919408999328408,0.12306917394224312,0.12273337810611148,0.10644728005372733,0.19358629952988582,0.34620550705171255,5956.0,0.132303559435863,0.41118200134318333,0.46793149764942915
101020,101020,5,1,1,9312.0,7966.0,184.0,44.0,87.0,357.0,87.0,16.0,104.0,51.0,39.0,197.0,180.0,0.03503054989816701,0.043991853360488796,0.08411405295315683,0.24338085539714868,0.13869653767820775,0.11873727087576375,0.17780040733197555,0.15824847250509164,4910.0,0.09185336048879837,0.16782077393075356,0.745010183299389
101021,101021,5,1,1,13961.0,11586.0,323.0,100.0,106.0,625.0,227.0,36.0,163.0,70.0,71.0,433.0,221.0,0.07619672131147541,0.08944262295081967,0.10557377049180328,0.17888524590163934,0.13259016393442624,0.1161967213114754,0.16537704918032786,0.13573770491803278,7625.0,0.08708196721311476,0.15095081967213114,0.7736393442622951
101022,101022,5,1,1,8949.0,7239.0,241.0,78.0,88.0,396.0,148.0,19.0,100.0,58.0,83.0,330.0,169.0,0.034819639278557114,0.03507014028056112,0.06387775551102204,0.15731462925851702,0.14554108216432865,0.11923847695390781,0.21067134268537074,0.23346693386773548,3992.0,0.09193386773547094,0.22745490981963928,0.686122244488978
101023,101023,5,1,1,9483.0,8072.0,319.0,14.0,40.0,485.0,95.0,20.0,31.0,88.0,73.0,140.0,106.0,0.04850989775940831,0.04546443332608223,0.07874700891886012,0.15009788992821405,0.12790950619969546,0.11115945181640201,0.1814226669567109,0.2566891450946269,4597.0,0.09527953012834457,0.20034805307809442,0.7211224711768545
101024,101024;101058,5,1,1,25472.0,20779.0,564.0,230.0,220.0,1020.0,451.0,60.0,344.0,139.0,137.0,994.0,534.0,0.030726492128967085,0.04015489519319808,0.07601649970536241,0.16137722030473944,0.15775738698543648,0.1437831467295227,0.20590958834918766,0.18427477060358616,11879.0,0.09596767404663692,0.21744254566882734,0.6970283693913629
101025,101025,5,1,1,14296.0,12061.0,354.0,81.0,139.0,586.0,185.0,31.0,160.0,91.0,82.0,321.0,205.0,0.032511210762331835,0.04344170403587444,0.07357062780269058,0.17923206278026907,0.1507847533632287,0.13719170403587444,0.1968890134529148,0.18637892376681614,7136.0,0.09080717488789238,0.18021300448430494,0.7358464125560538
101027,101027,6,1,1,16028.0,12087.0,357.0,72.0,165.0,1017.0,524.0,43.0,355.0,125.0,108.0,841.0,334.0,0.050966183574879226,0.04867149758454106,0.09009661835748792,0.20942028985507247,0.16654589371980677,0.13393719806763285,0.17415458937198067,0.12620772946859904,8280.0,0.11570048309178745,0.1711352657004831,0.7363526570048309
101028,101028,6,1,1,10879.0,8877.0,120.0,52.0,152.0,333.0,233.0,33.0,201.0,27.0,50.0,571.0,230.0,0.02818408847663218,0.04049232964680699,0.09668212629325723,0.24723510524438103,0.1448448091330717,0.1048876204067071,0.15233678201926507,0.1853371387798787,5606.0,0.13556903317873706,0.26739207991437747,0.6022119158044952
101029,101029;101059,6,1,1,15330.0,11646.0,213.0,164.0,336.0,472.0,502.0,45.0,393.0,44.0,54.0,1116.0,345.0,0.03334233261339093,0.034827213822894165,0.08355831533477322,0.23623110151187904,0.1669816414686825,0.12459503239740821,0.17319114470842334,0.1472732181425486,7408.0,0.12068034557235421,0.2622840172786177,0.6229751619870411
101030,101030,6,1,1,13980.0,10871.0,289.0,70.0,210.0,755.0,361.0,26.0,209.0,80.0,123.0,714.0,272.0,0.03328690807799443,0.0447075208913649,0.0883008356545961,0.20278551532033426,0.17284122562674095,0.13969359331476322,0.18899721448467965,0.12938718662952647,7180.0,0.11128133704735375,0.17270194986072424,0.7257660167130919
101031,101031,7,1,1,5434.0,4892.0,52.0,11.0,26.0,100.0,91.0,9.0,33.0,12.0,18.0,149.0,41.0,0.022873194221508828,0.024879614767255216,0.040930979133226325,0.15971107544141253,0.13884430176565007,0.12720706260032102,0.16773675762439808,0.31781701444622795,2492.0,0.1508828250401284,0.4137239165329053,0.4373996789727127
101032,101032,7,1,1,6951.0,3516.0,75.0,210.0,365.0,218.0,400.0,13.0,514.0,8.0,17.0,1348.0,267.0,0.06138996138996139,0.04942084942084942,0.07258687258687259,0.24633204633204633,0.16718146718146717,0.13127413127413126,0.17413127413127413,0.09768339768339768,2590.0,0.09111969111969112,0.33861003861003863,0.577992277992278
101033,101033,7,1,1,10179.0,9051.0,123.0,28.0,59.0,280.0,148.0,14.0,63.0,23.0,47.0,229.0,114.0,0.02541016406562625,0.031412565026010406,0.06762705082032813,0.17086834733893558,0.14105642256902762,0.1290516206482593,0.1874749899959984,0.24709883953581432,4998.0,0.1402561024409764,0.321328531412565,0.5432172869147659
101034,101034,7,1,1,12853.0,10612.0,158.0,64.0,86.0,391.0,252.0,28.0,303.0,42.0,47.0,638.0,232.0,0.01982851018220793,0.019649874955341193,0.0646659521257592,0.18453018935334048,0.1438013576277242,0.11736334405144695,0.18220793140407288,0.2679528403001072,5598.0,0.13201143265451948,0.37709896391568415,0.49660593068953196
101035,101035,7,1,1,10489.0,7820.0,113.0,172.0,241.0,254.0,346.0,18.0,244.0,19.0,59.0,964.0,239.0,0.021020408163265305,0.03183673469387755,0.11346938775510204,0.22612244897959183,0.14979591836734693,0.10714285714285714,0.16163265306122448,0.18897959183673468,4900.0,0.12918367346938775,0.33387755102040817,0.5404081632653062
101036,101036,7,1,1,12764.0,10345.0,157.0,65.0,134.0,375.0,335.0,25.0,126.0,30.0,72.0,901.0,199.0,0.01649914659586573,0.01934382704342879,0.062962260572729,0.19286933434477527,0.12744168405082495,0.09880523421202352,0.15816423288450598,0.3239142802958468,5273.0,0.11454579935520577,0.46842404703205004,0.42101270623933246
101039,101039,7,1,1,6298.0,5516.0,113.0,6.0,21.0,172.0,113.0,10.0,41.0,24.0,20.0,193.0,69.0,0.027141133896260553,0.02864897466827503,0.0609167671893848,0.1691797346200241,0.16314837153196624,0.1411338962605549,0.201145958986731,0.20868516284680338,3316.0,0.15651387213510254,0.2617611580217129,0.5892641737032569
101040,101040,7,1,1,7979.0,6959.0,80.0,33.0,36.0,229.0,183.0,19.0,29.0,20.0,56.0,266.0,69.0,0.010505581089954037,0.010505581089954037,0.030531845042678925,0.10735390676296783,0.12147078135259357,0.10472751149047932,0.18647406434668418,0.42843072882468813,3046.0,0.12015758371634931,0.520354563361786,0.36309914642153646
101041,101041,7,1,1,14345.0,12216.0,163.0,75.0,103.0,362.0,318.0,39.0,122.0,50.0,67.0,650.0,180.0,0.02543525571273123,0.026387377584330796,0.07045701849836779,0.1795429815016322,0.16553318824809576,0.13479325353645266,0.18294341675734493,0.21490750816104462,7352.0,0.1440424374319913,0.2910772578890098,0.5705930359085963
101042,101042,8,1,1,12002.0,10387.0,153.0,97.0,56.0,309.0,249.0,40.0,82.0,32.0,81.0,358.0,158.0,0.020578420467185762,0.023544679273266592,0.05543196143863552,0.17519466073414905,0.135706340378198,0.11197626992955136,0.19021134593993325,0.28735632183908044,5394.0,0.13218390804597702,0.367816091954023,0.5038932146829811
101043,101043,8,1,1,12205.0,10405.0,218.0,33.0,58.0,468.0,215.0,28.0,66.0,62.0,85.0,426.0,141.0,0.030676838175620842,0.028079857166044473,0.053725044635611105,0.1597143320889466,0.15711735107937022,0.14039928583022238,0.21100470702807986,0.21928258399610454,6161.0,0.13520532381106964,0.2532056484336958,0.6223015744197371
101044,101044,8,1,1,10729.0,8371.0,164.0,93.0,126.0,401.0,427.0,35.0,176.0,25.0,63.0,663.0,185.0,0.02517686225551394,0.029546400332917187,0.06637536412817312,0.20037453183520598,0.1496046608406159,0.11277569704535996,0.1912193091968373,0.22492717436537663,4806.0,0.12421972534332085,0.33104452767374115,0.5593008739076155
101046,101046,8,1,1,7676.0,6043.0,93.0,124.0,54.0,192.0,255.0,19.0,117.0,11.0,33.0,595.0,140.0,0.024834437086092714,0.036699779249448124,0.08857615894039735,0.19701986754966888,0.1490066225165563,0.12141280353200883,0.18984547461368653,0.1926048565121413,3624.0,0.14072847682119205,0.3162251655629139,0.5474613686534217
101047,101047,8,1,1,7347.0,5782.0,135.0,143.0,55.0,280.0,163.0,22.0,120.0,25.0,31.0,420.0,171.0,0.025220297781829232,0.03980553023397144,0.06593740504405955,0.21847462777271345,0.13673655423883319,0.1048313582497721,0.17988453357642054,0.22910969310240048,3291.0,0.1005773321178973,0.3038590094196293,0.6037678517168034
101048,101048,8,1,1,11199.0,9066.0,250.0,64.0,80.0,580.0,271.0,80.0,84.0,67.0,85.0,467.0,105.0,0.02774610414291144,0.0330672748004561,0.06385404789053592,0.1476624857468643,0.12694792854427975,0.13416951729380464,0.2054351957430635,0.2611174458380844,5262.0,0.11915621436716077,0.27366020524515394,0.6273280121626758
101049,101049,9,1,1,10236.0,8907.0,253.0,14.0,68.0,403.0,86.0,21.0,45.0,73.0,39.0,223.0,104.0,0.024254881808838644,0.02857142857142857,0.05878725590955807,0.12929085303186022,0.12929085303186022,0.13216855087358684,0.23514902363823229,0.26248715313463516,4865.0,0.1105858170606372,0.2312435765673176,0.6659815005138746
101050,101050,9,1,1,11882.0,9994.0,366.0,61.0,25.0,610.0,143.0,29.0,75.0,77.0,74.0,286.0,142.0,0.03209876543209877,0.032275132275132276,0.05784832451499118,0.127689594356261,0.12451499118165785,0.1349206349206349,0.21940035273368608,0.2712522045855379,5670.0,0.10440917107583775,0.21710758377425043,0.6869488536155203
101051,101051,9,1,1,12290.0,10028.0,175.0,100.0,83.0,336.0,318.0,26.0,221.0,32.0,43.0,675.0,253.0,0.02730325594977369,0.03912979997079866,0.11227916484158271,0.2575558475689882,0.1677617170389838,0.12206161483428238,0.16469557599649584,0.10921302379909475,6849.0,0.11782742006132282,0.19024675135056213,0.6960140166447657
101052,101052,9,1,1,9383.0,7729.0,281.0,24.0,17.0,492.0,227.0,34.0,42.0,90.0,51.0,277.0,119.0,0.04065040650406504,0.021370499419279907,0.045063879210220675,0.12125435540069686,0.10638792102206736,0.11521486643437863,0.22717770034843204,0.3228803716608595,4305.0,0.10220673635307782,0.2218350754936121,0.6861788617886179
101053,101053,9,1,1,9489.0,7952.0,265.0,97.0,67.0,447.0,95.0,25.0,47.0,77.0,53.0,243.0,121.0,0.02827521206409048,0.023327049952874646,0.05395852968897267,0.1260603204524034,0.11215834118755891,0.11569274269557021,0.2064090480678605,0.3341187558906692,4244.0,0.09872761545711593,0.28416588124410935,0.634071630537229
101054,101054,9,1,1,4570.0,3475.0,90.0,51.0,103.0,349.0,139.0,7.0,56.0,13.0,18.0,162.0,107.0,0.062116564417177916,0.0763036809815951,0.12576687116564417,0.2714723926380368,0.1495398773006135,0.11848159509202454,0.13381901840490798,0.0625,2608.0,0.09624233128834356,0.11081288343558282,0.80329754601227
101055,101055,9,1,1,15773.0,11313.0,588.0,29.0,158.0,1533.0,830.0,152.0,95.0,155.0,188.0,609.0,123.0,0.036555521566228204,0.020801468338941573,0.031355154481492814,0.06240440501682472,0.07494646680942184,0.09437136739063934,0.2326399510553686,0.4469256653410829,6538.0,0.11853777913735088,0.3436830835117773,0.5786173141633527
147001,147001,10,1,1,12065.0,10465.0,283.0,24.0,30.0,583.0,88.0,47.0,47.0,82.0,58.0,202.0,156.0,0.025217875023178193,0.016688299647691453,0.03986649360281847,0.12849990728722419,0.11477841646578898,0.09197107361394401,0.18672353050250323,0.39625440385685146,5393.0,0.14055256814389022,0.39273131837567216,0.4815501576117189
147002,147002,10,1,1,12004.0,10508.0,265.0,19.0,17.0,566.0,77.0,32.0,34.0,70.0,57.0,211.0,148.0,0.02546296296296296,0.015491452991452992,0.04095441595441596,0.12268518518518519,0.11520655270655271,0.0974002849002849,0.19106125356125356,0.39173789173789175,5616.0,0.1525997150997151,0.39155982905982906,0.4672364672364672
147003,147003,10,1,1,15885.0,13570.0,400.0,29.0,40.0,729.0,176.0,63.0,61.0,119.0,81.0,470.0,147.0,0.02793369011878345,0.02545359613627464,0.049079754601226995,0.1298786059261193,0.1165644171779141,0.11225688552408301,0.20650045685941784,0.3323325936561807,7661.0,0.13536091894008614,0.3220206239394335,0.56637514684767
147004,147004,10,1,1,14743.0,12650.0,316.0,53.0,49.0,566.0,168.0,30.0,73.0,84.0,72.0,501.0,181.0,0.0269209197980931,0.02313516545148626,0.04809310151430174,0.15745933819405497,0.14189568143578238,0.11623667975322491,0.19812114413909143,0.2881379697139652,7132.0,0.13979248457655635,0.31870443073471677,0.5775378575434661
147005,147005,11,1,1,14524.0,12256.0,226.0,81.0,112.0,378.0,167.0,56.0,215.0,57.0,62.0,627.0,287.0,0.0372533748701973,0.041796469366562825,0.07437694704049844,0.21313603322949118,0.1382398753894081,0.11007268951194185,0.1810747663551402,0.20404984423676012,7704.0,0.13473520249221183,0.2715472481827622,0.6125389408099688
147006,147006,11,1,1,12324.0,10676.0,190.0,59.0,82.0,347.0,129.0,25.0,129.0,38.0,60.0,380.0,209.0,0.023924164911224798,0.026181161600962986,0.05943424616310563,0.21877821245862172,0.15859163406560337,0.12533854950346074,0.1685224195004514,0.21922961179656936,6646.0,0.15783930183569064,0.29491423412578993,0.5547697863376467
147007,147007,11,1,1,13261.0,11584.0,259.0,55.0,71.0,449.0,127.0,20.0,56.0,72.0,56.0,320.0,192.0,0.029050613956274333,0.026954177897574125,0.05884995507637017,0.1780473195567535,0.14330637915543576,0.11620245582509733,0.18793051811919737,0.25965858041329737,6678.0,0.14420485175202155,0.3039832285115304,0.5705300988319856
147008,147008,11,1,1,10785.0,9479.0,249.0,15.0,23.0,418.0,102.0,27.0,23.0,79.0,75.0,210.0,85.0,0.0236275191104934,0.022758860319666434,0.05316191799861015,0.14350243224461431,0.13325225851285616,0.13898540653231412,0.23054204308547602,0.2541695621959694,5756.0,0.15479499652536483,0.2675469075747047,0.5960736622654621
151001,151001,20,2,1,6067.0,5119.0,39.0,167.0,195.0,50.0,134.0,4.0,22.0,1.0,8.0,230.0,98.0,0.02878945542837322,0.030870620881026708,0.04092958723551856,0.21852237252861603,0.18903919528269164,0.12452306625043358,0.1678806798473812,0.19944502254595908,2883.0,0.15608740894901144,0.46444675685050296,0.38120013874436354
151002,151002,20,2,1,8362.0,7054.0,51.0,161.0,221.0,118.0,183.0,6.0,67.0,7.0,17.0,331.0,146.0,0.015110509697789806,0.02390617952187641,0.04894000902119982,0.2886783942264321,0.18651330626973386,0.12945421741091565,0.15651781686964367,0.15087956698240865,4434.0,0.18087505638249887,0.3547586829048263,0.4663960306720794
151003,151003,20,2,1,3606.990000000001,3434.220000000001,18.77,7.9,20.739999999999995,15.800000000000002,21.700000000000003,3.96,6.920000000000001,3.96,4.94,45.38000000000001,22.7,0.0033872219970181453,0.006094251341491064,0.023016620060873808,0.12660515160051392,0.12525163692827748,0.10223501686740366,0.18889430905480703,0.4245089215167609,1455.47,0.13202608092231374,0.6445478092987145,0.22342610977897173
151004,151004,20,2,1,4504.0,3944.0,26.0,183.0,62.0,33.0,59.0,1.0,31.0,2.0,5.0,90.0,68.0,0.010277492291880781,0.01593011305241521,0.02877697841726619,0.2446043165467626,0.15775950668036998,0.1223021582733813,0.20760534429599178,0.21274409044193218,1946.0,0.1289825282631038,0.4773895169578623,0.39414182939362796
151005,151005,20,2,1,5212.0,4904.0,34.0,16.0,21.0,66.0,55.0,4.0,4.0,12.0,6.0,61.0,29.0,0.006941001487357461,0.004462072384729797,0.031234506693108576,0.09221616261774913,0.08824987605354487,0.09419930589985126,0.16906296479920674,0.5136341100644521,2017.0,0.11551809618244918,0.7337630143777888,0.15270203272186417
151006,151006,20,2,1,7858.0,6855.0,49.0,97.0,217.0,69.0,196.0,9.0,45.0,12.0,11.0,185.0,113.0,0.020459712048497097,0.025764081838848193,0.03940388987117959,0.2609244758777469,0.1927254357160899,0.12149532710280374,0.16165698408689064,0.17757009345794392,3959.0,0.171002778479414,0.4139934326850215,0.418792624400101
151008,151008,20,2,1,5808.0,5419.0,36.0,37.0,23.0,52.0,50.0,7.0,9.0,7.0,12.0,110.0,46.0,0.011567610690067811,0.009573195053849222,0.024331870761866773,0.14399680893498204,0.14080574391703232,0.10610291184682888,0.18029517351416036,0.3833266852812126,2507.0,0.1563621858795373,0.6035101715197447,0.24172317510969285
151009,151009,20,2,1,4605.01,4337.78,31.230000000000008,18.100000000000005,17.26,31.2,51.300000000000004,8.04,11.079999999999998,6.039999999999999,5.06,52.62,35.3,0.01636699281871588,0.011447491499755014,0.03390199601094762,0.14339307013506358,0.12061191865500635,0.10205243178769927,0.17820571830163373,0.3940253299876765,2020.53,0.17611220818300147,0.5834508767501597,0.24241659366601834
151010,151010,20,2,1,3105.0,2879.0,14.0,24.0,25.0,27.0,45.0,4.0,11.0,8.0,0.0,52.0,16.0,0.016921837228041903,0.008863819500402902,0.0265914585012087,0.11442385173247381,0.11200644641418211,0.09186140209508462,0.2054794520547945,0.4238517324738114,1241.0,0.16599516518936341,0.636583400483481,0.1990330378726833
153001,153001,18,2,1,4699.0,4274.0,10.0,47.0,20.0,54.0,109.0,1.0,14.0,4.0,9.0,116.0,41.0,0.004340748779164406,0.008681497558328812,0.02930005425935974,0.13076505697232774,0.11720021703743896,0.08572978838849701,0.18610960390667391,0.43787303309820946,1843.0,0.14921323928377644,0.6787845903418339,0.17362995116657623
153002,153002,18,2,1,4548.0,4066.0,25.0,43.0,8.0,39.0,84.0,6.0,32.0,5.0,6.0,167.0,67.0,0.015523932729624839,0.018973695558430356,0.05088400172488142,0.2574385510996119,0.16946959896507116,0.1198792583009918,0.18240620957309184,0.18542475204829667,2319.0,0.18930573523070288,0.40577835273824925,0.40965933592065545
153003,153003,18,2,1,4030.0,3647.0,31.0,65.0,13.0,32.0,80.0,3.0,30.0,1.0,7.0,75.0,46.0,0.01738721804511278,0.03477443609022556,0.05827067669172932,0.2523496240601504,0.18280075187969924,0.11466165413533834,0.16964285714285715,0.17011278195488722,2128.0,0.18139097744360902,0.3923872180451128,0.42622180451127817
153004,153004,18,2,1,7966.0,6752.0,42.0,262.0,66.0,79.0,193.0,10.0,115.0,5.0,14.0,284.0,144.0,0.014296655603778402,0.023487362777635946,0.05335716109267297,0.2583609905539954,0.18126116926219046,0.12407454684707685,0.16824100076589227,0.17692111309675773,3917.0,0.15547612969109012,0.4079652795506765,0.4380903752872096
153005,153005,18,2,1,14486.0,10877.0,192.0,907.0,298.0,272.0,553.0,25.0,155.0,10.0,27.0,804.0,366.0,0.009511376352107423,0.013241327862737785,0.03412905632226781,0.1989929130921298,0.15311450951137634,0.1174934725848564,0.20906378217083177,0.26445356210369264,5362.0,0.11674748228273032,0.5546437896307348,0.33066020141738156
155001,155001,12,1,1,5340.0,4972.0,94.0,0.0,3.0,61.0,25.0,4.0,1.0,17.0,4.0,100.0,59.0,0.011087420042643924,0.01023454157782516,0.03624733475479744,0.16332622601279317,0.12281449893390192,0.08997867803837953,0.14712153518123666,0.4191897654584222,2345.0,0.15522388059701492,0.5918976545842217,0.25415778251599147
155004,155004,12,1,1,9312.0,8590.0,131.0,8.0,17.0,127.0,46.0,2.0,52.0,17.0,9.0,207.0,106.0,0.011445302102741549,0.005855735959542188,0.027149321266968326,0.11232366249667287,0.11525153047644397,0.09768432259781741,0.1793984562150652,0.45089166888474846,3757.0,0.15970188980569602,0.6739419749800373,0.1671546446632952
157001,157001,13,2,1,7952.0,7007.0,99.0,6.0,5.0,189.0,63.0,34.0,45.0,37.0,18.0,358.0,91.0,0.019150209455415918,0.013165769000598444,0.03141831238779174,0.12836624775583483,0.09754637941352484,0.0843806104129264,0.15200478755236385,0.473967684021544,3342.0,0.1684619988031119,0.5745062836624776,0.26271693596648715
157002,157002,13,2,1,6660.0,5874.0,53.0,6.0,9.0,131.0,130.0,17.0,30.0,16.0,51.0,256.0,87.0,0.015458605290278255,0.013740982480247337,0.04019237375472346,0.13740982480247338,0.1350051528684301,0.10717966334592924,0.17279285468911026,0.37822054276880795,2911.0,0.18035039505324632,0.48849192717279283,0.33562349708004124
157003,157003,13,2,1,7350.0,6451.0,101.0,7.0,7.0,243.0,85.0,16.0,33.0,49.0,20.0,247.0,91.0,0.015602836879432624,0.00851063829787234,0.02446808510638298,0.1024822695035461,0.08936170212765958,0.0726950354609929,0.15567375886524823,0.5312056737588653,2820.0,0.1652482269503546,0.6092198581560284,0.2326241134751773
157004,157004,13,2,1,8013.0,6541.0,67.0,14.0,49.0,174.0,169.0,34.0,131.0,23.0,23.0,645.0,143.0,0.027430093209054592,0.0237017310252996,0.06444740346205059,0.20825565912117178,0.14354194407456725,0.09747003994673768,0.14380825565912117,0.29134487350199734,3755.0,0.15605858854860186,0.4151797603195739,0.43488681757656455
157005,157005,13,2,1,7977.0,6839.0,113.0,16.0,17.0,288.0,172.0,23.0,20.0,24.0,38.0,342.0,85.0,0.019372077488309953,0.01169004676018704,0.03507014028056112,0.08216432865731463,0.08183032732130928,0.08082832331329326,0.1599866399465598,0.5290581162324649,2994.0,0.14829659318637275,0.6245824983299934,0.23513694054776219
