Gruppe,ValgstedId,KredsNr,StorKredsNr,LandsdelsNr,total_population,Danmark,Nordiske lande,Tyrkiet,Tidligere Jugoslavien,Gamle EU-lande,Nye EU-lande,Øvrige Europa,Afrika,Nordamerika,Syd- og Mellemamerika,Asien og Oceanien,Uoplyst,households_share_income_under100k,households_share_income_100-149.9k,households_share_income_150-199.9k,households_share_income_200-299.9k,households_share_income_300-399.9k,households_share_income_400-499.9k,households_share_income_500-749.9k,households_share_income_750-k,total_households,share_households_1car,share_households_2pluscar,share_households_nocar
326001,326001,38,5,2,3531.0,3326.0,17.0,3.0,0.0,22.0,69.0,13.0,5.0,2.0,5.0,27.0,42.0,0.01539408866995074,0.012315270935960592,0.05110837438423645,0.19519704433497537,0.1539408866995074,0.12007389162561577,0.21736453201970443,0.23460591133004927,1624.0,0.2543103448275862,0.5880541871921182,0.16317733990147784
326002,326002,38,5,2,350.0,332.0,1.0,0.0,0.0,7.0,0.0,0.0,1.0,0.0,0.0,1.0,8.0,0.028708133971291867,0.014354066985645933,0.18181818181818182,0.3014354066985646,0.16267942583732056,0.11004784688995216,0.1339712918660287,0.06698564593301436,209.0,0.2822966507177033,0.3923444976076555,0.33014354066985646
326003,326003,38,5,2,4492.0,4235.0,17.0,10.0,8.0,26.0,52.0,9.0,16.0,4.0,4.0,46.0,65.0,0.011967448539971278,0.010531354715174725,0.0665390138822403,0.20344662517951173,0.16610818573480135,0.11393011010052657,0.20631881282910483,0.2211584490186692,2089.0,0.21589277166108187,0.5887984681665869,0.1977022498803255
326004,326004,38,5,2,3069.0,2962.0,4.0,0.0,4.0,11.0,17.0,2.0,13.0,1.0,1.0,19.0,35.0,0.011494252873563218,0.010818120351588911,0.054090601757944556,0.24746450304259635,0.17714672075726842,0.11156186612576065,0.16700473292765383,0.22041920216362407,1479.0,0.20757268424611225,0.5436105476673428,0.24881676808654496
326005,326005,38,5,2,1794.0,1731.0,6.0,1.0,5.0,7.0,9.0,9.0,0.0,1.0,0.0,5.0,20.0,0.006031363088057901,0.010856453558504222,0.05307599517490953,0.1712907117008444,0.16164053075995174,0.11700844390832328,0.21712907117008443,0.2629674306393245,829.0,0.218335343787696,0.6357056694813028,0.1471652593486128
326006,326006,38,5,2,616.0,591.0,2.0,0.0,0.0,6.0,2.0,1.0,0.0,0.0,0.0,2.0,12.0,0.009345794392523364,0.009345794392523364,0.06230529595015576,0.2367601246105919,0.20249221183800623,0.13395638629283488,0.20249221183800623,0.14330218068535824,321.0,0.2866043613707165,0.557632398753894,0.1557632398753894
326007,326007,38,5,2,1187.0,1146.0,4.0,0.0,1.0,1.0,13.0,4.0,1.0,2.0,1.0,2.0,12.0,0.013961605584642234,0.012216404886561954,0.06631762652705062,0.1762652705061082,0.17277486910994763,0.11169284467713787,0.20418848167539266,0.2425828970331588,573.0,0.23036649214659685,0.6265270506108203,0.14834205933682373
326008,326008,38,5,2,3218.0,3077.0,4.0,0.0,12.0,18.0,36.0,7.0,9.0,0.0,0.0,18.0,37.0,0.008480565371024734,0.008480565371024734,0.05512367491166078,0.18939929328621907,0.127208480565371,0.11731448763250883,0.22190812720848058,0.27208480565371024,1415.0,0.2049469964664311,0.6141342756183745,0.18445229681978798
326009,326009,38,5,2,4996.0,4785.0,21.0,4.0,3.0,11.0,12.0,2.0,16.0,3.0,0.0,74.0,65.0,0.006310475389145982,0.012200252419015565,0.06478754732856541,0.23517038283550695,0.15481699621371478,0.11232646192679849,0.19015565839293228,0.22423222549432056,2377.0,0.19772822885990746,0.5527976440891881,0.2503155237694573
326010,326010,38,5,2,1806.0,1726.0,10.0,0.0,7.0,7.0,17.0,6.0,3.0,0.0,2.0,10.0,18.0,0.01808785529715762,0.00904392764857881,0.03617571059431524,0.1421188630490956,0.11757105943152454,0.10723514211886305,0.2467700258397933,0.32299741602067183,774.0,0.2041343669250646,0.7002583979328165,0.10077519379844961
326011,326011,38,5,2,1429.0,1379.0,6.0,0.0,1.0,9.0,13.0,0.0,0.0,0.0,2.0,9.0,10.0,0.006711409395973154,0.015100671140939598,0.026845637583892617,0.11241610738255034,0.12416107382550336,0.11409395973154363,0.2348993288590604,0.36577181208053694,596.0,0.18959731543624161,0.7080536912751678,0.1040268456375839
326012,326012,38,5,2,4042.0,3615.0,14.0,2.0,32.0,37.0,52.0,8.0,54.0,6.0,10.0,164.0,48.0,0.026465028355387523,0.024574669187145556,0.045841209829867675,0.29206049149338376,0.15973534971644612,0.10586011342155009,0.15264650283553874,0.19281663516068054,2116.0,0.19848771266540643,0.4068998109640832,0.40264650283553877
326013,326013,38,5,2,3511.0,3125.0,24.0,4.0,38.0,15.0,27.0,9.0,50.0,2.0,3.0,147.0,67.0,0.015511892450879007,0.028955532574974147,0.06928645294725956,0.30093071354705275,0.17063081695966908,0.11633919338159256,0.16184074457083764,0.13650465356773525,1934.0,0.24405377456049637,0.38521199586349536,0.37280248190279214
326014,326014,38,5,2,1690.0,1624.0,9.0,0.0,1.0,6.0,17.0,0.0,3.0,2.0,0.0,16.0,12.0,0.011494252873563218,0.007183908045977011,0.041666666666666664,0.13218390804597702,0.1206896551724138,0.10488505747126436,0.22988505747126436,0.35201149425287354,696.0,0.1752873563218391,0.6839080459770115,0.14080459770114942
326015,326015,38,5,2,3524.0,3397.0,6.0,1.0,16.0,12.0,38.0,4.0,2.0,1.0,6.0,10.0,31.0,0.006060606060606061,0.0047138047138047135,0.03434343434343434,0.1441077441077441,0.12323232323232323,0.1063973063973064,0.23097643097643097,0.3501683501683502,1485.0,0.19124579124579125,0.7003367003367004,0.10909090909090909
326016,326016,38,5,2,4445.0,4288.0,24.0,1.0,7.0,21.0,29.0,8.0,3.0,3.0,4.0,24.0,33.0,0.005094243504839531,0.010188487009679063,0.033622007131940905,0.13550687722873153,0.13245033112582782,0.11920529801324503,0.22109016811003565,0.34284258787570043,1963.0,0.20275089149261336,0.6663270504330107,0.1334691798267957
326017,326017,38,5,2,801.0,771.0,3.0,0.0,0.0,6.0,5.0,1.0,0.0,2.0,1.0,2.0,10.0,0.012468827930174564,0.012468827930174564,0.06982543640897755,0.20199501246882792,0.1596009975062344,0.1172069825436409,0.20199501246882792,0.22443890274314215,401.0,0.256857855361596,0.5810473815461347,0.16209476309226933
326018,326018,38,5,2,4494.0,3794.0,12.0,24.0,44.0,30.0,42.0,8.0,129.0,5.0,5.0,277.0,124.0,0.018336314847942754,0.024597495527728087,0.06216457960644007,0.31082289803220037,0.16368515205724507,0.10912343470483005,0.1368515205724508,0.1744186046511628,2236.0,0.1972271914132379,0.44364937388193204,0.362701252236136
329001,329001,39,5,2,11661.0,10505.0,47.0,184.0,28.0,90.0,263.0,18.0,68.0,7.0,18.0,267.0,166.0,0.01602038958674677,0.01474604041507373,0.04733296923357,0.2419442927362097,0.1607500455124704,0.11014017840888403,0.1709448388858547,0.2381212452211906,5493.0,0.17240123793919535,0.4849808847624249,0.3464409248133989
329002,329002,39,5,2,867.0,760.0,5.0,0.0,1.0,8.0,63.0,2.0,0.0,0.0,2.0,20.0,6.0,0.009584664536741214,0.003194888178913738,0.04792332268370607,0.07348242811501597,0.10543130990415335,0.14376996805111822,0.17891373801916932,0.43769968051118213,313.0,0.18210862619808307,0.744408945686901,0.08306709265175719
329003,329003,39,5,2,838.0,782.0,5.0,0.0,0.0,3.0,29.0,2.0,0.0,0.0,2.0,3.0,12.0,0.016025641025641024,0.009615384615384616,0.038461538461538464,0.08653846153846154,0.1282051282051282,0.08653846153846154,0.23076923076923078,0.40384615384615385,312.0,0.16025641025641027,0.7532051282051282,0.08653846153846154
329004,329004,39,5,2,5912.0,5261.0,20.0,156.0,8.0,45.0,215.0,25.0,22.0,1.0,5.0,91.0,63.0,0.007667473769168685,0.00847457627118644,0.047619047619047616,0.12429378531073447,0.14810330912025826,0.11541565778853914,0.21146085552865213,0.33696529459241326,2478.0,0.18886198547215496,0.655367231638418,0.1626311541565779
329005,329005,39,5,2,1345.0,1283.0,8.0,0.0,4.0,14.0,9.0,8.0,2.0,2.0,0.0,5.0,10.0,0.005703422053231939,0.0076045627376425855,0.03231939163498099,0.0741444866920152,0.11596958174904944,0.0817490494296578,0.25285171102661597,0.4296577946768061,526.0,0.1958174904942966,0.7338403041825095,0.07224334600760456
329006,329006,39,5,2,6308.0,5365.0,43.0,166.0,11.0,49.0,198.0,3.0,85.0,3.0,7.0,254.0,124.0,0.011655011655011656,0.02664002664002664,0.04628704628704629,0.2410922410922411,0.18081918081918083,0.11888111888111888,0.1784881784881785,0.19613719613719613,3003.0,0.19314019314019315,0.45820845820845824,0.351981351981352
329008,329008,39,5,2,1541.0,1450.0,6.0,0.0,3.0,19.0,31.0,0.0,0.0,2.0,2.0,13.0,15.0,0.013490725126475547,0.00505902192242833,0.01854974704890388,0.10792580101180438,0.11298482293423272,0.10286677908937605,0.19392917369308602,0.4451939291736931,593.0,0.17706576728499157,0.7234401349072512,0.10118043844856661
329009,329009,39,5,2,1238.0,1170.0,4.0,1.0,0.0,10.0,31.0,2.0,3.0,1.0,3.0,5.0,8.0,0.005940594059405941,0.0019801980198019802,0.02574257425742574,0.100990099009901,0.13267326732673268,0.12475247524752475,0.2495049504950495,0.3584158415841584,505.0,0.18217821782178217,0.7405940594059406,0.08118811881188119
329010,329010,39,5,2,1381.0,1275.0,2.0,6.0,3.0,6.0,61.0,0.0,5.0,0.0,2.0,14.0,7.0,0.001890359168241966,0.005671077504725898,0.030245746691871456,0.07939508506616257,0.09073724007561437,0.09640831758034027,0.21739130434782608,0.4782608695652174,529.0,0.16068052930056712,0.7523629489603024,0.08695652173913043
329011,329011,39,5,2,721.0,661.0,4.0,0.0,1.0,7.0,31.0,3.0,4.0,0.0,0.0,5.0,5.0,0.013114754098360656,0.01639344262295082,0.04590163934426229,0.16065573770491803,0.15081967213114755,0.08524590163934426,0.19344262295081968,0.3344262295081967,305.0,0.2098360655737705,0.6360655737704918,0.1540983606557377
329012,329012,39,5,2,1118.0,1075.0,6.0,0.0,0.0,8.0,16.0,3.0,1.0,1.0,0.0,2.0,6.0,0.009153318077803204,0.006864988558352402,0.02288329519450801,0.06407322654462243,0.09839816933638444,0.06864988558352403,0.2906178489702517,0.43935926773455375,437.0,0.14645308924485126,0.7780320366132724,0.07551487414187644
329013,329013,39,5,2,1422.0,1317.0,8.0,0.0,0.0,12.0,55.0,4.0,1.0,2.0,0.0,14.0,9.0,0.007079646017699115,0.0035398230088495575,0.03185840707964602,0.11327433628318584,0.13628318584070798,0.0920353982300885,0.215929203539823,0.4,565.0,0.16283185840707964,0.6938053097345133,0.14690265486725665
329014,329014,39,5,2,901.0,830.0,4.0,0.0,1.0,6.0,38.0,4.0,0.0,0.0,0.0,8.0,10.0,0.005376344086021506,0.005376344086021506,0.03763440860215054,0.1478494623655914,0.13978494623655913,0.09946236559139784,0.28225806451612906,0.28225806451612906,372.0,0.22311827956989247,0.6666666666666666,0.11290322580645161
330001,330001,40,5,2,13605.0,12931.0,32.0,6.0,21.0,53.0,150.0,6.0,3.0,4.0,2.0,245.0,152.0,0.017203282828282828,0.016098484848484848,0.05839646464646465,0.1848169191919192,0.15735479797979798,0.10132575757575757,0.20091540404040403,0.24526515151515152,6336.0,0.19270833333333334,0.5653409090909091,0.24068813131313133
330003,330003,40,5,2,1866.0,1739.0,15.0,19.0,21.0,18.0,18.0,0.0,4.0,0.0,0.0,16.0,16.0,0.009497964721845319,0.013568521031207599,0.04341926729986431,0.13161465400271372,0.11940298507462686,0.10719131614654002,0.2265943012211669,0.3487109905020353,737.0,0.1560379918588874,0.6865671641791045,0.15739484396200815
330004,330004,40,5,2,1861.0,1787.0,2.0,1.0,0.0,9.0,14.0,6.0,3.0,0.0,1.0,24.0,14.0,0.0037267080745341614,0.007453416149068323,0.04596273291925466,0.13540372670807455,0.13788819875776398,0.11304347826086956,0.22111801242236026,0.33540372670807456,805.0,0.20372670807453416,0.6732919254658385,0.12298136645962733
330005,330005,40,5,2,7907.0,7216.0,34.0,47.0,75.0,33.0,70.0,13.0,74.0,5.0,4.0,223.0,113.0,0.010371869466228182,0.01745509739438401,0.04376422969896281,0.2615734884897546,0.18542878826207942,0.11662028838856564,0.1791044776119403,0.185681760688085,3953.0,0.19757146471034656,0.4672400708322793,0.33721224386541865
330006,330006,40,5,2,7443.0,6468.0,46.0,61.0,37.0,61.0,106.0,9.0,112.0,8.0,11.0,289.0,235.0,0.01705468327016784,0.02950730914997293,0.05576610720086627,0.27558202490525174,0.17514889009204115,0.12994044396318355,0.16107200866269628,0.15592853275582025,3694.0,0.18327016783974012,0.4279913373037358,0.39306984298863024
330007,330007,40,5,2,2405.0,2288.0,4.0,4.0,4.0,11.0,32.0,1.0,3.0,3.0,3.0,9.0,43.0,0.0028873917228103944,0.007699711260827719,0.04619826756496631,0.12319538017324351,0.18575553416746873,0.109720885466795,0.2300288739172281,0.2945139557266602,1039.0,0.1751684311838306,0.7054860442733397,0.11934552454282965
330008,330008,40,5,2,3547.0,3470.0,7.0,4.0,6.0,10.0,10.0,2.0,4.0,0.0,1.0,14.0,19.0,0.0062717770034843206,0.009059233449477353,0.029965156794425088,0.11149825783972125,0.13310104529616726,0.11289198606271778,0.2480836236933798,0.34912891986062716,1435.0,0.17142857142857143,0.7317073170731707,0.09686411149825784
330009,330009,40,5,2,7271.0,6375.0,41.0,230.0,81.0,33.0,113.0,9.0,32.0,5.0,2.0,213.0,137.0,0.03032979976442874,0.026207302709069492,0.05918727915194346,0.21672555948174324,0.15959952885747938,0.1163133097762073,0.19257950530035337,0.19905771495877503,3396.0,0.18109540636042404,0.4823321554770318,0.3386336866902238
330010,330010,40,5,2,1681.0,1599.0,4.0,1.0,1.0,9.0,25.0,1.0,1.0,4.0,5.0,7.0,24.0,0.006535947712418301,0.011764705882352941,0.048366013071895426,0.15816993464052287,0.16732026143790849,0.12679738562091503,0.23398692810457516,0.24705882352941178,765.0,0.20522875816993463,0.6431372549019608,0.1542483660130719
330011,330011,40,5,2,4021.0,3716.0,34.0,3.0,17.0,31.0,74.0,7.0,7.0,2.0,1.0,67.0,62.0,0.01764979098931723,0.021365536460752437,0.06270320483046911,0.2875058058522991,0.1699953553181607,0.1049698095680446,0.1709242916860195,0.1648862052949373,2153.0,0.25592196934509986,0.4575011611704598,0.2893636785880167
330013,330013,40,5,2,1415.0,1358.0,7.0,0.0,2.0,7.0,16.0,1.0,0.0,0.0,0.0,8.0,16.0,0.005067567567567568,0.008445945945945946,0.03209459459459459,0.15878378378378377,0.16047297297297297,0.0945945945945946,0.20945945945945946,0.3310810810810811,592.0,0.18412162162162163,0.6621621621621622,0.15371621621621623
330019,330019,40,5,2,7159.0,6357.0,35.0,67.0,51.0,47.0,135.0,6.0,79.0,20.0,11.0,244.0,107.0,0.0433300876338851,0.04552093476144109,0.07400194741966894,0.28602726387536515,0.17989289191820837,0.12317429406037,0.15214216163583252,0.09591041869522882,4108.0,0.19644595910418694,0.27482960077896784,0.5326192794547225
330021,330021,40,5,2,6482.0,6171.0,18.0,45.0,21.0,14.0,47.0,5.0,13.0,6.0,1.0,79.0,62.0,0.020756611985269503,0.022095748242383664,0.05390023434884499,0.1643789755607633,0.14496149983260798,0.11550050217609642,0.19651824573150317,0.281888182122531,2987.0,0.1868095078674255,0.5852025443588885,0.2296618680950787
330022,330022,40,5,2,8838.0,7651.0,41.0,223.0,137.0,53.0,142.0,7.0,120.0,4.0,10.0,243.0,207.0,0.025184129246851983,0.02470895699691138,0.055357567118080306,0.23093371347113328,0.18270373010216204,0.11427892611071513,0.1770016631028748,0.18983131385127108,4209.0,0.16678545972915182,0.45782846281777145,0.37728676645283915
330024,330024,40,5,2,1332.0,1269.0,4.0,1.0,4.0,10.0,28.0,2.0,0.0,1.0,0.0,12.0,1.0,0.009345794392523364,0.009345794392523364,0.03925233644859813,0.10841121495327102,0.09906542056074766,0.08785046728971962,0.2467289719626168,0.4,535.0,0.18504672897196262,0.7177570093457943,0.10093457943925234
330025,330025,40,5,2,3104.0,3000.0,11.0,3.0,0.0,14.0,24.0,4.0,2.0,2.0,1.0,8.0,35.0,0.007607192254495159,0.003457814661134163,0.04080221300138313,0.16874135546334718,0.177731673582296,0.12448132780082988,0.20262793914246197,0.2745504840940526,1446.0,0.22337482710926695,0.673582295988935,0.10580912863070539
336001,336001,33,5,2,5878.0,5446.0,37.0,14.0,6.0,39.0,147.0,14.0,26.0,6.0,3.0,71.0,69.0,0.009607686148919135,0.004803843074459567,0.04683746997598078,0.1533226581265012,0.1257005604483587,0.11449159327461969,0.22538030424339472,0.3198558847077662,2498.0,0.19055244195356286,0.6509207365892714,0.16132906325060048
336002,336002,33,5,2,7288.0,6935.0,43.0,7.0,9.0,47.0,87.0,7.0,25.0,8.0,7.0,57.0,56.0,0.009575486753909991,0.01053303542930099,0.03734439834024896,0.13182253431216087,0.12448132780082988,0.11011809766996489,0.21385253750398978,0.3622725821895946,3133.0,0.1956591126715608,0.6849664857963613,0.12192786466645388
336003,336003,33,5,2,6029.0,5415.0,28.0,9.0,16.0,32.0,155.0,3.0,116.0,6.0,5.0,143.0,101.0,0.013893836836480229,0.011400071250445315,0.05130032062700392,0.22087638047737798,0.15924474527965798,0.10723192019950124,0.20733879586747417,0.22871392946205915,2807.0,0.19985749910936942,0.5514784467402921,0.2515140719629498
336004,336004,33,5,2,3883.0,3661.0,21.0,1.0,2.0,23.0,53.0,18.0,11.0,6.0,1.0,35.0,51.0,0.00955593029792018,0.007869589657110737,0.05283867341202923,0.18774592467678472,0.15120854412591345,0.11186059584035975,0.23159078133783023,0.2473299606520517,1779.0,0.2119168071950534,0.6385609893198426,0.15120854412591345
340001,340001,39,5,2,5884.0,5601.0,10.0,7.0,4.0,19.0,70.0,11.0,19.0,0.0,4.0,61.0,78.0,0.009150805270863836,0.009150805270863836,0.03843338213762811,0.2232796486090776,0.16215226939970717,0.11420204978038068,0.19838945827232796,0.2452415812591508,2732.0,0.2027818448023426,0.5797950219619327,0.21888726207906295
340002,340002,39,5,2,2133.0,1982.0,2.0,1.0,3.0,8.0,52.0,0.0,10.0,0.0,4.0,44.0,27.0,0.010905125408942203,0.014176663031624863,0.05016357688113413,0.18429661941112324,0.15812431842966193,0.13086150490730644,0.2366412213740458,0.2148309705561614,917.0,0.2050163576881134,0.613958560523446,0.18429661941112324
340004,340004,39,5,2,1857.0,1732.0,5.0,3.0,4.0,18.0,47.0,5.0,4.0,5.0,2.0,19.0,13.0,0.020486555697823303,0.006402048655569782,0.03201024327784891,0.12163892445582586,0.1357234314980794,0.10371318822023047,0.2612035851472471,0.31882202304737517,781.0,0.20102432778489115,0.708066581306018,0.09218950064020487
340005,340005,39,5,2,5486.0,5063.0,17.0,3.0,14.0,59.0,24.0,8.0,70.0,4.0,6.0,156.0,62.0,0.020795984223736106,0.015059160989602008,0.052707063463607026,0.23449264969523126,0.17210469702402295,0.11043384725708139,0.16063105055575475,0.23377554679096452,2789.0,0.22481176048762996,0.4535675869487271,0.32556471853711005
340006,340006,39,5,2,5168.0,4879.0,19.0,3.0,15.0,30.0,22.0,3.0,15.0,6.0,2.0,114.0,60.0,0.007848568790397045,0.009695290858725761,0.033702677746999074,0.15881809787626963,0.11911357340720222,0.10941828254847645,0.19113573407202217,0.3702677746999077,2166.0,0.1860572483841182,0.6431209602954755,0.1722068328716528
340008,340008,39,5,2,4215.0,4005.0,14.0,1.0,3.0,24.0,32.0,9.0,15.0,2.0,3.0,64.0,43.0,0.004966887417218543,0.012141280353200883,0.03200883002207505,0.1716335540838852,0.14403973509933773,0.108719646799117,0.20143487858719647,0.3250551876379691,1812.0,0.18984547461368653,0.6412803532008831,0.1716335540838852
340010,340010,39,5,2,5444.0,5190.0,29.0,1.0,2.0,19.0,57.0,20.0,5.0,5.0,4.0,52.0,60.0,0.010356255178127589,0.009113504556752278,0.045567522783761395,0.1756420878210439,0.140016570008285,0.10853355426677713,0.23032311516155757,0.28044739022369514,2414.0,0.2108533554266777,0.6313173156586578,0.15990057995028997
350001,350001,34,5,2,4290.0,3949.0,17.0,0.0,14.0,28.0,51.0,11.0,5.0,7.0,4.0,128.0,76.0,0.002244668911335578,0.006734006734006734,0.03423120089786756,0.18237934904601572,0.13468013468013468,0.09764309764309764,0.17789001122334455,0.36419753086419754,1782.0,0.19304152637485972,0.6408529741863075,0.16778900112233447
350002,350002,34,5,2,2633.0,2528.0,16.0,1.0,1.0,14.0,3.0,2.0,6.0,6.0,0.0,36.0,20.0,0.005474452554744526,0.005474452554744526,0.024635036496350366,0.13777372262773724,0.1259124087591241,0.11405109489051095,0.23996350364963503,0.3467153284671533,1096.0,0.17335766423357665,0.7034671532846716,0.12317518248175183
350003,350003,34,5,2,1608.0,1524.0,13.0,0.0,0.0,19.0,14.0,4.0,1.0,0.0,2.0,8.0,23.0,0.0014005602240896359,0.0070028011204481795,0.05322128851540616,0.14565826330532214,0.11904761904761904,0.09243697478991597,0.23669467787114845,0.3445378151260504,714.0,0.19467787114845939,0.7072829131652661,0.09803921568627451
350004,350004,34,5,2,1473.0,1372.0,6.0,0.0,0.0,13.0,40.0,1.0,12.0,0.0,1.0,14.0,14.0,0.005145797598627788,0.005145797598627788,0.03430531732418525,0.10291595197255575,0.1183533447684391,0.0634648370497427,0.2555746140651801,0.41509433962264153,583.0,0.16123499142367068,0.7632933104631218,0.07718696397941681
350005,350005,34,5,2,1311.0,1213.0,7.0,11.0,9.0,9.0,24.0,2.0,7.0,0.0,1.0,16.0,12.0,0.016985138004246284,0.021231422505307854,0.016985138004246284,0.08067940552016985,0.08067940552016985,0.0870488322717622,0.21231422505307856,0.4840764331210191,471.0,0.15498938428874734,0.7367303609341825,0.10828025477707007
350006,350006,34,5,2,5002.0,4642.0,30.0,1.0,10.0,34.0,36.0,33.0,22.0,7.0,2.0,111.0,74.0,0.010248901903367497,0.005368472425573451,0.036603221083455345,0.1693509028794534,0.12493899463152758,0.09760858955588092,0.18399219131283553,0.3718887262079063,2049.0,0.15617374328940947,0.6183504148365057,0.22742801366520254
350008,350008,34,5,2,2942.0,2773.0,13.0,0.0,1.0,24.0,53.0,6.0,7.0,1.0,3.0,30.0,31.0,0.006944444444444444,0.006076388888888889,0.027777777777777776,0.1293402777777778,0.10416666666666667,0.08506944444444445,0.2309027777777778,0.4097222222222222,1152.0,0.1345486111111111,0.7421875,0.125
350009,350009,34,5,2,2874.0,2724.0,11.0,1.0,0.0,25.0,14.0,20.0,0.0,3.0,4.0,49.0,23.0,0.00847457627118644,0.005932203389830509,0.03983050847457627,0.11779661016949153,0.12033898305084746,0.10423728813559321,0.2076271186440678,0.39576271186440676,1180.0,0.1788135593220339,0.7127118644067797,0.10847457627118644
350011,350011,34,5,2,2872.0,2801.0,15.0,2.0,0.0,25.0,4.0,0.0,0.0,5.0,2.0,3.0,15.0,0.008818342151675485,0.005291005291005291,0.030864197530864196,0.08024691358024691,0.09347442680776014,0.07936507936507936,0.1948853615520282,0.5070546737213404,1134.0,0.13315696649029982,0.699294532627866,0.16843033509700175
350012,350012,34,5,2,3240.0,2965.0,11.0,13.0,2.0,32.0,78.0,16.0,13.0,1.0,3.0,74.0,32.0,0.016853932584269662,0.008025682182985553,0.038523274478330656,0.09871589085072231,0.11316211878009631,0.09390048154093097,0.2086677367576244,0.42215088282504015,1246.0,0.16613162118780098,0.7295345104333868,0.10834670947030497
360001,360001,29,5,2,740.0,704.0,2.0,0.0,0.0,9.0,6.0,0.0,1.0,1.0,1.0,4.0,12.0,0.031496062992125984,0.026246719160104987,0.09973753280839895,0.24146981627296588,0.1784776902887139,0.10498687664041995,0.17060367454068243,0.14698162729658792,381.0,0.2650918635170604,0.5564304461942258,0.1784776902887139
360003,360003,29,5,2,2508.0,2351.0,6.0,2.0,9.0,5.0,57.0,4.0,1.0,1.0,3.0,32.0,37.0,0.01809954751131222,0.017345399698340876,0.07239819004524888,0.28205128205128205,0.18401206636500755,0.10784313725490197,0.19457013574660634,0.12368024132730016,1326.0,0.22850678733031674,0.4856711915535445,0.28808446455505277
360008,360008,29,5,2,939.0,854.0,2.0,0.0,5.0,6.0,29.0,15.0,0.0,1.0,1.0,5.0,21.0,0.026804123711340205,0.018556701030927835,0.09690721649484536,0.2618556701030928,0.17938144329896907,0.11752577319587629,0.17938144329896907,0.11958762886597939,485.0,0.2329896907216495,0.5278350515463918,0.24329896907216494
360011,360011,29,5,2,2074.0,1941.0,14.0,5.0,16.0,12.0,24.0,8.0,3.0,1.0,4.0,10.0,36.0,0.023369036027263874,0.017526777020447908,0.08568646543330087,0.2901655306718598,0.14995131450827653,0.09737098344693282,0.189873417721519,0.1460564751703992,1027.0,0.19474196689386564,0.5180136319376826,0.2891918208373905
360013,360013,29,5,2,6923.0,6331.0,33.0,15.0,113.0,52.0,76.0,19.0,23.0,1.0,4.0,164.0,92.0,0.014962593516209476,0.01801052923247437,0.07010252147409254,0.27015793848711556,0.18121363258520365,0.11776115267387088,0.16348018841784429,0.16431144361318925,3609.0,0.22055971183153228,0.4668883347187587,0.31532280410085894
360019,360019,29,5,2,3189.0,2991.0,19.0,1.0,14.0,25.0,39.0,12.0,1.0,3.0,4.0,24.0,56.0,0.015665796344647518,0.014360313315926894,0.06723237597911227,0.22845953002610966,0.1912532637075718,0.10900783289817233,0.19908616187989556,0.17493472584856398,1532.0,0.24347258485639686,0.5678851174934726,0.19386422976501305
360020,360020,29,5,2,8854.0,7992.0,32.0,26.0,278.0,30.0,127.0,15.0,28.0,2.0,9.0,161.0,154.0,0.02778929904603899,0.026545002073828285,0.0742430526752385,0.3210286188303608,0.17731231854002488,0.10908336789713811,0.1582330982994608,0.10576524263790958,4822.0,0.18934052260472833,0.3996267109083368,0.41559518871837414
360021,360021,29,5,2,5342.0,4953.0,13.0,2.0,110.0,11.0,48.0,11.0,25.0,3.0,1.0,78.0,87.0,0.009900990099009901,0.016374714394516376,0.06702208682406702,0.25666412795125665,0.18354912414318356,0.11119573495811119,0.18697638994668697,0.16831683168316833,2626.0,0.19687738004569688,0.496953541507997,0.30845392231530844
360026,360026,29,5,2,465.0,427.0,3.0,0.0,0.0,4.0,8.0,1.0,0.0,2.0,2.0,6.0,12.0,0.022988505747126436,0.02681992337164751,0.1417624521072797,0.24521072796934865,0.20689655172413793,0.11494252873563218,0.1417624521072797,0.09961685823754789,261.0,0.2950191570881226,0.48659003831417624,0.21839080459770116
360027,360027,29,5,2,469.0,414.0,5.0,0.0,2.0,19.0,15.0,1.0,0.0,1.0,2.0,1.0,9.0,0.022727272727272728,0.026515151515151516,0.10227272727272728,0.32575757575757575,0.19318181818181818,0.09090909090909091,0.15151515151515152,0.08712121212121213,264.0,0.2689393939393939,0.4583333333333333,0.2878787878787879
360029,360029,29,5,2,2362.0,2256.0,12.0,0.0,1.0,18.0,10.0,1.0,1.0,0.0,2.0,11.0,50.0,0.01837270341207349,0.015748031496062992,0.07874015748031496,0.24934383202099739,0.16185476815398075,0.1189851268591426,0.2047244094488189,0.15223097112860892,1143.0,0.2335958005249344,0.5616797900262467,0.20647419072615922
360035,360035,29,5,2,2552.0,2405.0,25.0,1.0,7.0,16.0,22.0,8.0,0.0,2.0,0.0,14.0,52.0,0.014809041309431021,0.014809041309431021,0.1044427123928293,0.23850350740452064,0.16991426344505067,0.11925175370226032,0.17770849571317227,0.16056118472330475,1283.0,0.25175370226032734,0.5643024162120032,0.19095869056897896
360036,360036,29,5,2,3603.0,3349.0,16.0,9.0,8.0,21.0,68.0,13.0,0.0,1.0,3.0,43.0,72.0,0.016201117318435754,0.01675977653631285,0.0776536312849162,0.22793296089385476,0.18547486033519553,0.12737430167597766,0.19273743016759776,0.1558659217877095,1790.0,0.21508379888268156,0.5346368715083799,0.2536312849162011
