driver,lat,lon,occupied,timestamp
egteir,37.78298,-122.41305,0,1212380854
egteir,37.78345,-122.41235,0,1212380792
egteir,37.78341,-122.41229,0,1212380737
egteir,37.78343,-122.41236,0,1212380671
egteir,37.78346,-122.4123,0,1212380611
egteir,37.78337,-122.41231,0,1212380567
egteir,37.7833,-122.41219,0,1212380491
egteir,37.78328,-122.41221,0,1212380431
egteir,37.78328,-122.41226,0,1212380311
egteir,37.78329,-122.41243,0,1212380202
egteir,37.78328,-122.41237,0,1212380142
egteir,37.78332,-122.41233,0,1212380076
egteir,37.78338,-122.41243,0,1212380019
egteir,37.78333,-122.41252,0,1212379949
egteir,37.78333,-122.41252,0,1212379894
egteir,37.78333,-122.41251,0,1212379856
egteir,37.78339,-122.41242,0,1212379801
egteir,37.78339,-122.41242,0,1212379719
egteir,37.78337,-122.41238,0,1212379664
egteir,37.78325,-122.41239,0,1212379599
egteir,37.78326,-122.41221,0,1212379539
egteir,37.78341,-122.41232,0,1212379479
egteir,37.7834,-122.41239,0,1212379419
egteir,37.78331,-122.41241,0,1212379359
egteir,37.78328,-122.41232,0,1212379238
egteir,37.78327,-122.41237,0,1212379119
egteir,37.78322,-122.41235,0,1212379058
egteir,37.7834,-122.41239,0,1212379003
egteir,37.78337,-122.41241,0,1212378937
egteir,37.78335,-122.41232,0,1212378883
egteir,37.78331,-122.41225,0,1212378828
egteir,37.78331,-122.41234,0,1212378757
egteir,37.78325,-122.41246,0,1212378703
egteir,37.78326,-122.41253,0,1212378637
egteir,37.78323,-122.41268,0,1212378591
egteir,37.78323,-122.41268,0,1212378577
egteir,37.78321,-122.41275,0,1212378522
egteir,37.78329,-122.41261,0,1212378457
egteir,37.78329,-122.4126,0,1212378362
egteir,37.78321,-122.41262,0,1212378293
egteir,37.78323,-122.4125,0,1212378258
egteir,37.78323,-122.4125,0,1212378245
egteir,37.78333,-122.41271,0,1212378185
egteir,37.78341,-122.41235,0,1212378125
egteir,37.78389,-122.41285,0,1212378065
egteir,37.78096,-122.41354,0,1212378005
egteir,37.77895,-122.41131,0,1212377945
egteir,37.7761,-122.41487,0,1212377885
egteir,37.77343,-122.41808,0,1212377825
egteir,37.76973,-122.42,0,1212377789
egteir,37.76339,-122.41962,0,1212377734
egteir,37.76171,-122.41941,0,1212377669
egteir,37.75684,-122.41898,0,1212377611
egteir,37.75267,-122.41849,0,1212377554
egteir,37.74829,-122.41815,0,1212377493
egteir,37.74663,-122.41925,0,1212377432
egteir,37.74264,-122.4218,0,1212377368
egteir,37.73993,-122.42014,0,1212377315
egteir,37.74038,-122.41704,0,1212377246
egteir,37.74049,-122.41702,1,1212377245
egteir,37.73986,-122.41712,1,1212377214
egteir,37.73987,-122.41709,0,1212377110
egteir,37.73986,-122.41707,0,1212377081
egteir,37.73935,-122.41716,0,1212377015
egteir,37.73981,-122.41998,0,1212376974
egteir,37.73877,-122.42394,0,1212376909
egteir,37.73509,-122.42048,0,1212376841
egteir,37.73474,-122.41497,0,1212376777
egteir,37.73476,-122.41503,1,1212376773
egteir,37.73479,-122.41529,1,1212376717
egteir,37.73624,-122.42448,1,1212376602
egteir,37.74128,-122.42279,1,1212376536
egteir,37.74461,-122.42056,1,1212376476
egteir,37.74935,-122.41823,1,1212376416
egteir,37.75225,-122.4183,1,1212376355
egteir,37.75252,-122.4144,1,1212376323
egteir,37.75271,-122.41174,0,1212376201
egteir,37.75269,-122.41145,1,1212376166
egteir,37.75277,-122.40976,0,1212376136
egteir,37.75294,-122.4073,0,1212376102
egteir,37.74934,-122.40502,0,1212376026
egteir,37.73881,-122.40796,0,1212375966
egteir,37.72601,-122.402,0,1212375917
egteir,37.71323,-122.39653,0,1212375877
egteir,37.70003,-122.39306,0,1212375825
egteir,37.68916,-122.39059,0,1212375787
egteir,37.67563,-122.38886,0,1212375743
egteir,37.66447,-122.39796,0,1212375697
egteir,37.65325,-122.40697,0,1212375649
egteir,37.63967,-122.40542,0,1212375620
egteir,37.61452,-122.39445,0,1212375498
egteir,37.61798,-122.38623,0,1212375333
egteir,37.61798,-122.38606,1,1212375311
egteir,37.618,-122.38596,1,1212375290
egteir,37.61516,-122.38485,1,1212375233
egteir,37.6144,-122.39336,1,1212375163
egteir,37.62281,-122.40106,1,1212375102
egteir,37.63599,-122.4042,1,1212375054
egteir,37.64966,-122.4068,1,1212375005
egteir,37.66241,-122.4013,1,1212374958
egteir,37.67262,-122.39061,1,1212374905
egteir,37.68585,-122.39007,1,1212374859
egteir,37.69947,-122.39316,1,1212374804
egteir,37.71265,-122.39661,1,1212374755
egteir,37.72392,-122.40143,1,1212374711
egteir,37.73646,-122.40758,1,1212374664
egteir,37.74942,-122.4038,1,1212374612
egteir,37.76274,-122.40551,1,1212374561
egteir,37.77477,-122.40671,1,1212374503
egteir,37.77756,-122.40375,1,1212374444
egteir,37.78158,-122.40523,1,1212374378
egteir,37.78391,-122.40827,1,1212374313
egteir,37.78585,-122.4106,1,1212374253
egteir,37.78586,-122.41092,0,1212374237
egteir,37.78402,-122.41101,0,1212374186
egteir,37.78313,-122.41411,0,1212374126
egteir,37.78297,-122.41264,0,1212374066
egteir,37.78301,-122.41266,0,1212373958
egteir,37.78282,-122.4123,0,1212373897
egteir,37.78275,-122.41232,0,1212373837
egteir,37.78264,-122.41259,0,1212373777
egteir,37.78283,-122.41249,0,1212373722
egteir,37.78293,-122.41232,0,1212373661
egteir,37.78287,-122.41254,0,1212373550
egteir,37.78287,-122.41254,0,1212373533
egteir,37.78282,-122.41253,0,1212373506
egteir,37.78301,-122.41235,0,1212373446
egteir,37.78308,-122.41238,0,1212373381
egteir,37.78311,-122.41236,0,1212373321
egteir,37.78298,-122.41249,0,1212373266
egteir,37.78286,-122.41247,0,1212373201
egteir,37.78288,-122.41251,0,1212373142
egteir,37.78294,-122.41248,0,1212373081
egteir,37.783,-122.41236,0,1212373020
egteir,37.78304,-122.41258,0,1212372960
egteir,37.78308,-122.4126,0,1212372902
egteir,37.783,-122.41234,0,1212372846
egteir,37.783,-122.41234,0,1212372775
egteir,37.78301,-122.41236,0,1212372715
egteir,37.78302,-122.41237,0,1212372595
egteir,37.78292,-122.41249,0,1212372535
egteir,37.78295,-122.41243,0,1212372475
egteir,37.78304,-122.41232,0,1212372415
egteir,37.783,-122.41232,0,1212372373
egteir,37.78287,-122.41264,0,1212372299
egteir,37.78297,-122.41244,0,1212372234
egteir,37.78296,-122.41237,0,1212372173
egteir,37.78302,-122.41229,0,1212372112
egteir,37.78303,-122.41234,0,1212372053
egteir,37.783,-122.41252,0,1212371997
egteir,37.78296,-122.41248,0,1212371936
egteir,37.78301,-122.41245,0,1212371876
egteir,37.78306,-122.41231,0,1212371811
egteir,37.78302,-122.41241,0,1212371753
egteir,37.78305,-122.41237,0,1212371691
egteir,37.78311,-122.41226,0,1212371636
egteir,37.78298,-122.41246,0,1212371576
egteir,37.78307,-122.41234,0,1212371516
egteir,37.78307,-122.41233,0,1212371462
egteir,37.78303,-122.41248,0,1212371393
egteir,37.78307,-122.41245,0,1212371331
egteir,37.78306,-122.41253,0,1212371280
egteir,37.78304,-122.4125,0,1212371236
egteir,37.78677,-122.41318,0,1212371114
egteir,37.78677,-122.41318,0,1212371100
egteir,37.78969,-122.41387,0,1212371040
egteir,37.79136,-122.41582,0,1212370984
egteir,37.7941,-122.41638,0,1212370897
egteir,37.79547,-122.41819,0,1212370847
egteir,37.79589,-122.41845,0,1212370739
egteir,37.79587,-122.41847,0,1212370727
egteir,37.79589,-122.41845,1,1212370723
egteir,37.79545,-122.41848,1,1212370677
egteir,37.79804,-122.42055,1,1212370603
egteir,37.79979,-122.42156,1,1212370558
egteir,37.80042,-122.43127,1,1212370440
egteir,37.80086,-122.43292,1,1212370377
egteir,37.80121,-122.43311,0,1212370376
egteir,37.80059,-122.43783,0,1212370310
egteir,37.79977,-122.43703,1,1212370242
egteir,37.80012,-122.43447,1,1212370215
egteir,37.80101,-122.42739,1,1212370149
egteir,37.80123,-122.42446,1,1212370093
egteir,37.79859,-122.42382,1,1212370028
egteir,37.79883,-122.42212,1,1212369973
egteir,37.79923,-122.4186,1,1212369921
egteir,37.79973,-122.41509,1,1212369847
egteir,37.80013,-122.41186,1,1212369786
egteir,37.7984,-122.41035,1,1212369726
egteir,37.79867,-122.40823,1,1212369670
egteir,37.80215,-122.41294,0,1212369560
egteir,37.80307,-122.41132,0,1212369495
egteir,37.80328,-122.40985,0,1212369434
egteir,37.80328,-122.40985,1,1212369432
egteir,37.80338,-122.40872,1,1212369403
egteir,37.80359,-122.40701,1,1212369342
egteir,37.80142,-122.40773,1,1212369288
egteir,37.8004,-122.40957,1,1212369226
egteir,37.80029,-122.41048,1,1212369163
egteir,37.80002,-122.41254,1,1212369106
egteir,37.79959,-122.41582,1,1212369041
egteir,37.79887,-122.42139,1,1212368983
egteir,37.79852,-122.42425,1,1212368920
egteir,37.79822,-122.42662,1,1212368860
egteir,37.7981,-122.42722,0,1212368846
egteir,37.79716,-122.42735,0,1212368785
egteir,37.79658,-122.43192,0,1212368727
egteir,37.79508,-122.4351,0,1212368670
egteir,37.79248,-122.43453,0,1212368610
egteir,37.79057,-122.43418,0,1212368559
egteir,37.79057,-122.43418,0,1212368545
egteir,37.78888,-122.43402,0,1212368484
egteir,37.7893,-122.4379,0,1212368434
egteir,37.78818,-122.44009,0,1212368370
egteir,37.78826,-122.4393,0,1212368347
egteir,37.78877,-122.43513,0,1212368291
egteir,37.78993,-122.43419,0,1212368227
egteir,37.79156,-122.43455,0,1212368162
egteir,37.79153,-122.4346,1,1212368156
egteir,37.79335,-122.43657,1,1212368101
egteir,37.79672,-122.43722,1,1212368030
egteir,37.79967,-122.43767,1,1212367975
egteir,37.79975,-122.43709,1,1212367914
egteir,37.80006,-122.43508,0,1212367874
egteir,37.8008,-122.42964,0,1212367800
egteir,37.8008,-122.42964,1,1212367789
egteir,37.80087,-122.42622,1,1212367747
egteir,37.79685,-122.42533,1,1212367681
egteir,37.79039,-122.42406,1,1212367622
egteir,37.78634,-122.42314,1,1212367561
egteir,37.78585,-122.41966,1,1212367495
egteir,37.78635,-122.41603,1,1212367437
egteir,37.78654,-122.41273,1,1212367375
egteir,37.78703,-122.41116,0,1212367342
egteir,37.78818,-122.41011,0,1212367278
egteir,37.79102,-122.41061,0,1212367223
egteir,37.79174,-122.41216,0,1212367158
egteir,37.79114,-122.41559,0,1212367097
egteir,37.793,-122.41622,0,1212367035
egteir,37.79582,-122.41676,0,1212366974
egteir,37.79852,-122.41793,0,1212366926
egteir,37.79842,-122.41878,1,1212366922
egteir,37.79832,-122.41883,1,1212366895
egteir,37.7972,-122.42017,1,1212366860
egteir,37.79586,-122.42273,1,1212366795
egteir,37.79544,-122.42594,1,1212366741
egteir,37.79541,-122.42615,0,1212366709
egteir,37.79539,-122.42615,0,1212366635
egteir,37.79534,-122.42616,0,1212366574
egteir,37.79528,-122.42616,0,1212366514
egteir,37.79557,-122.42551,0,1212366463
egteir,37.79634,-122.42193,0,1212366375
egteir,37.79657,-122.42192,0,1212366338
egteir,37.79873,-122.42246,0,1212366277
egteir,37.79838,-122.42532,0,1212366255
egteir,37.79824,-122.42664,0,1212366196
egteir,37.79827,-122.42651,1,1212366171
egteir,37.79483,-122.42489,1,1212366111
egteir,37.78884,-122.42366,1,1212366056
egteir,37.78219,-122.4223,1,1212365991
egteir,37.77689,-122.42127,1,1212365931
egteir,37.77315,-122.42175,1,1212365872
egteir,37.7695,-122.42636,1,1212365811
egteir,37.76726,-122.42921,1,1212365751
egteir,37.76688,-122.42964,0,1212365729
egteir,37.76372,-122.43306,0,1212365673
egteir,37.76289,-122.43078,0,1212365607
egteir,37.76289,-122.43078,1,1212365605
egteir,37.76476,-122.43097,1,1212365557
egteir,37.76791,-122.42852,1,1212365497
egteir,37.76839,-122.42791,1,1212365432
egteir,37.77061,-122.42509,1,1212365371
egteir,37.77304,-122.42206,1,1212365310
egteir,37.77672,-122.41677,1,1212365254
egteir,37.77839,-122.41525,1,1212365190
egteir,37.77994,-122.41541,1,1212365139
egteir,37.78539,-122.41646,1,1212365074
egteir,37.7891,-122.41723,1,1212365009
egteir,37.791,-122.41739,1,1212364949
egteir,37.7912,-122.41594,1,1212364914
egteir,37.79454,-122.4164,1,1212364860
egteir,37.79829,-122.41718,1,1212364794
egteir,37.79848,-122.41723,0,1212364786
egteir,37.79972,-122.41512,0,1212364743
egteir,37.80018,-122.41252,0,1212364682
egteir,37.80329,-122.41459,0,1212364624
egteir,37.80607,-122.4186,0,1212364562
egteir,37.80663,-122.42073,0,1212364502
egteir,37.8067,-122.42046,0,1212364442
egteir,37.80668,-122.41994,0,1212364382
egteir,37.80671,-122.41995,1,1212364380
egteir,37.80584,-122.41821,1,1212364333
egteir,37.802,-122.41263,1,1212364274
egteir,37.80057,-122.41074,1,1212364213
egteir,37.80035,-122.41021,0,1212364202
egteir,37.80032,-122.41023,1,1212364200
egteir,37.79982,-122.40936,1,1212364147
egteir,37.79913,-122.40859,1,1212364101
egteir,37.79875,-122.40735,1,1212364032
egteir,37.79726,-122.40553,1,1212363972
egteir,37.79453,-122.40438,1,1212363918
egteir,37.79139,-122.40415,1,1212363874
egteir,37.78916,-122.40391,1,1212363808
egteir,37.7879,-122.40505,1,1212363757
egteir,37.78659,-122.40561,1,1212363687
egteir,37.78653,-122.40682,0,1212363644
egteir,37.78639,-122.40821,0,1212363593
egteir,37.78451,-122.40854,0,1212363527
egteir,37.78413,-122.41106,0,1212363462
egteir,37.78369,-122.4142,0,1212363414
egteir,37.78301,-122.41248,0,1212363341
egteir,37.78322,-122.41212,0,1212363306
egteir,37.78304,-122.41245,0,1212363252
egteir,37.78315,-122.41229,0,1212363186
egteir,37.78317,-122.41207,0,1212363131
egteir,37.78311,-122.41242,0,1212363071
egteir,37.78311,-122.41241,0,1212363016
egteir,37.78302,-122.41246,0,1212362895
egteir,37.78303,-122.41236,0,1212362831
egteir,37.78303,-122.41235,0,1212362802
egteir,37.78303,-122.41235,0,1212362789
egteir,37.78305,-122.41245,0,1212362729
egteir,37.78302,-122.41248,0,1212362673
egteir,37.78303,-122.41233,0,1212362544
egteir,37.78308,-122.41205,0,1212362423
egteir,37.78303,-122.4124,0,1212362368
egteir,37.78302,-122.41265,0,1212362313
egteir,37.78306,-122.41241,0,1212362248
egteir,37.78305,-122.41221,0,1212362197
egteir,37.78306,-122.41222,0,1212362133
egteir,37.7831,-122.41226,0,1212362087
egteir,37.78308,-122.41237,0,1212362016
egteir,37.78305,-122.4123,0,1212361961
egteir,37.78302,-122.41222,0,1212361891
egteir,37.7831,-122.41218,0,1212361841
egteir,37.78304,-122.41243,0,1212361780
egteir,37.78305,-122.4123,0,1212361721
egteir,37.78312,-122.41236,0,1212361656
egteir,37.78305,-122.41238,0,1212361592
egteir,37.78308,-122.41215,0,1212361543
egteir,37.78457,-122.41279,0,1212361365
egteir,37.78745,-122.40816,0,1212361194
egteir,37.78747,-122.4082,1,1212361182
egteir,37.78747,-122.40794,1,1212361154
egteir,37.78845,-122.40847,1,1212361094
egteir,37.78873,-122.40842,1,1212361044
egteir,37.7911,-122.40907,1,1212360973
egteir,37.79139,-122.40914,1,1212360913
egteir,37.79227,-122.40929,1,1212360853
egteir,37.7934,-122.40948,1,1212360798
egteir,37.79577,-122.40996,1,1212360749
egteir,37.79757,-122.41034,1,1212360678
egteir,37.79934,-122.41069,1,1212360623
egteir,37.80115,-122.41121,1,1212360557
egteir,37.80128,-122.41105,1,1212360511
egteir,37.8017,-122.41115,1,1212360433
egteir,37.80312,-122.41144,1,1212360377
egteir,37.80642,-122.41215,1,1212360312
egteir,37.80854,-122.41235,1,1212360252
egteir,37.80839,-122.41013,1,1212360192
egteir,37.8084,-122.41001,0,1212360174
egteir,37.8084,-122.40995,0,1212360113
egteir,37.8084,-122.40995,1,1212360112
egteir,37.80835,-122.40971,1,1212360088
egteir,37.80676,-122.41216,1,1212360028
egteir,37.80438,-122.41331,1,1212359968
egteir,37.80285,-122.4181,1,1212359908
egteir,37.79945,-122.4175,1,1212359853
egteir,37.79515,-122.41657,1,1212359786
egteir,37.79186,-122.41582,1,1212359730
egteir,37.78679,-122.41481,1,1212359669
egteir,37.78332,-122.41415,1,1212359623
egteir,37.78187,-122.41428,1,1212359564
egteir,37.78071,-122.42036,1,1212359508
egteir,37.77613,-122.41953,1,1212359453
egteir,37.77461,-122.41899,1,1212359381
egteir,37.7723,-122.41904,1,1212359321
egteir,37.76997,-122.41999,1,1212359261
egteir,37.76975,-122.42001,1,1212359200
egteir,37.76536,-122.41962,1,1212359140
egteir,37.76443,-122.41952,0,1212359088
egteir,37.76319,-122.4195,0,1212359067
egteir,37.7606,-122.41925,0,1212359022
egteir,37.75035,-122.41818,0,1212358885
egteir,37.7489,-122.4181,0,1212358856
egteir,37.74829,-122.41555,0,1212358804
egteir,37.7483,-122.41319,0,1212358757
egteir,37.7483,-122.41306,1,1212358746
egteir,37.74837,-122.40996,1,1212358725
egteir,37.74839,-122.40911,0,1212358711
egteir,37.7496,-122.39932,0,1212358651
egteir,37.74511,-122.3921,0,1212358585
egteir,37.74375,-122.3897,0,1212358550
egteir,37.74298,-122.38807,1,1212358509
egteir,37.75004,-122.38764,1,1212358448
egteir,37.75255,-122.39236,1,1212358396
egteir,37.76201,-122.39277,1,1212358328
egteir,37.77413,-122.40046,1,1212358269
egteir,37.77227,-122.40655,1,1212358208
egteir,37.77416,-122.40895,1,1212358147
egteir,37.77856,-122.41461,1,1212358087
egteir,37.77886,-122.41462,0,1212358055
egteir,37.7807,-122.41242,0,1212358001
egteir,37.78221,-122.41223,0,1212357926
egteir,37.78224,-122.41219,1,1212357913
egteir,37.78466,-122.41276,1,1212357872
egteir,37.78832,-122.41358,1,1212357811
egteir,37.79112,-122.41607,1,1212357751
egteir,37.7927,-122.41946,1,1212357702
egteir,37.79575,-122.42309,1,1212357570
egteir,37.79544,-122.42328,0,1212357529
egteir,37.79137,-122.42235,0,1212357469
egteir,37.78964,-122.42047,0,1212357402
egteir,37.78783,-122.42006,0,1212357351
egteir,37.7883,-122.41585,0,1212357293
egteir,37.7867,-122.41329,0,1212357222
egteir,37.78687,-122.41132,0,1212357162
egteir,37.78594,-122.41207,0,1212357107
egteir,37.78463,-122.41436,0,1212357051
egteir,37.78375,-122.41463,0,1212357002
egteir,37.78366,-122.41476,1,1212356996
egteir,37.78358,-122.41509,0,1212356960
egteir,37.78552,-122.41624,0,1212356847
egteir,37.78552,-122.41623,0,1212356831
egteir,37.78329,-122.41424,0,1212356746
egteir,37.78193,-122.41377,0,1212356704
egteir,37.78187,-122.41385,0,1212356675
egteir,37.78204,-122.41382,0,1212356619
egteir,37.78034,-122.41221,0,1212356554
egteir,37.77738,-122.41325,0,1212356508
egteir,37.77463,-122.4169,0,1212356433
egteir,37.77247,-122.4183,0,1212356387
egteir,37.76915,-122.41778,0,1212356320
egteir,37.76465,-122.41742,0,1212356265
egteir,37.76127,-122.41709,0,1212356204
egteir,37.75852,-122.41679,0,1212356140
egteir,37.7506,-122.41609,0,1212356020
egteir,37.74834,-122.41296,0,1212355959
egteir,37.74839,-122.40855,0,1212355899
egteir,37.74948,-122.40189,0,1212355837
egteir,37.75012,-122.39535,0,1212355777
egteir,37.75134,-122.39429,0,1212355730
egteir,37.75138,-122.39431,0,1212355655
egteir,37.75128,-122.39436,0,1212355595
egteir,37.75132,-122.39432,0,1212355534
egteir,37.75138,-122.39429,0,1212355473
egteir,37.7513,-122.39436,0,1212355413
egteir,37.7513,-122.39438,0,1212355292
egteir,37.75128,-122.39438,0,1212355237
egteir,37.75129,-122.39439,0,1212355185
egteir,37.7513,-122.39436,0,1212355119
egteir,37.75131,-122.39436,0,1212355049
egteir,37.75131,-122.39438,0,1212355001
egteir,37.75131,-122.39439,0,1212354929
egteir,37.75135,-122.39434,0,1212354871
egteir,37.75136,-122.39435,0,1212354809
egteir,37.75134,-122.39435,0,1212354750
egteir,37.75135,-122.39435,0,1212354694
egteir,37.75135,-122.39435,0,1212354645
egteir,37.75131,-122.39434,0,1212354547
egteir,37.75164,-122.3944,0,1212354492
egteir,37.75163,-122.39441,0,1212354466
egteir,37.75166,-122.39441,0,1212354408
egteir,37.75163,-122.39443,0,1212354345
egteir,37.75165,-122.39441,0,1212354296
egteir,37.75163,-122.3944,0,1212354229
egteir,37.75165,-122.39443,0,1212354164
egteir,37.75198,-122.39462,0,1212354123
egteir,37.75157,-122.39464,0,1212354044
egteir,37.75157,-122.39463,0,1212353987
egteir,37.75137,-122.39506,0,1212353930
egteir,37.75159,-122.39526,0,1212353861
egteir,37.75161,-122.39524,0,1212353800
egteir,37.75118,-122.39343,0,1212353742
egteir,37.75009,-122.3954,0,1212353680
egteir,37.75011,-122.39541,0,1212353631
egteir,37.75012,-122.3954,0,1212353559
egteir,37.75011,-122.39539,0,1212353498
egteir,37.75009,-122.39539,0,1212353437
egteir,37.75007,-122.39542,0,1212353377
egteir,37.75006,-122.39543,0,1212353317
egteir,37.75006,-122.39542,0,1212353261
egteir,37.75008,-122.39542,0,1212353209
egteir,37.75009,-122.3954,0,1212353148
egteir,37.75009,-122.39539,0,1212353088
egteir,37.7501,-122.3954,0,1212353027
egteir,37.75011,-122.39542,0,1212352967
egteir,37.7501,-122.39543,0,1212352908
egteir,37.7501,-122.39545,0,1212352847
egteir,37.7501,-122.39545,0,1212352785
egteir,37.75009,-122.39545,0,1212352726
egteir,37.75009,-122.39545,0,1212352665
egteir,37.7501,-122.3954,0,1212352604
egteir,37.75011,-122.39539,0,1212352545
egteir,37.75013,-122.3954,0,1212352484
egteir,37.75012,-122.39539,0,1212352460
egteir,37.75011,-122.39546,0,1212352399
egteir,37.7501,-122.39539,0,1212352339
egteir,37.75011,-122.39539,0,1212352277
egteir,37.75013,-122.39546,0,1212352217
egteir,37.75013,-122.39542,0,1212352157
egteir,37.75011,-122.39541,0,1212352097
egteir,37.7501,-122.39542,0,1212352037
egteir,37.7501,-122.39542,0,1212351981
egteir,37.75011,-122.39545,0,1212351916
egteir,37.75011,-122.39542,0,1212351862
egteir,37.75016,-122.39539,0,1212351796
egteir,37.75017,-122.39544,0,1212351747
egteir,37.75015,-122.39537,0,1212351676
egteir,37.75008,-122.39541,0,1212351616
egteir,37.75009,-122.39541,0,1212351556
egteir,37.75009,-122.3954,0,1212351496
egteir,37.7501,-122.39542,0,1212351436
egteir,37.75015,-122.39541,0,1212351379
egteir,37.75012,-122.39542,0,1212351318
egteir,37.75009,-122.39541,0,1212351263
egteir,37.75004,-122.39544,0,1212351197
egteir,37.75006,-122.39534,0,1212351138
egteir,37.75008,-122.39537,0,1212351075
egteir,37.75007,-122.39543,0,1212351020
egteir,37.75008,-122.39542,0,1212350954
egteir,37.75008,-122.39543,0,1212350894
egteir,37.75008,-122.39542,0,1212350833
egteir,37.75008,-122.39539,0,1212350773
egteir,37.75005,-122.39539,0,1212350713
egteir,37.75003,-122.39539,0,1212350651
egteir,37.75002,-122.39544,0,1212350590
egteir,37.75002,-122.39543,0,1212350530
egteir,37.75006,-122.39544,0,1212350469
egteir,37.75011,-122.39543,0,1212350413
egteir,37.75005,-122.3954,0,1212350348
egteir,37.75007,-122.3954,0,1212350288
egteir,37.75008,-122.39545,0,1212350226
egteir,37.75009,-122.39545,0,1212350166
egteir,37.75009,-122.3954,0,1212350105
egteir,37.75011,-122.39544,0,1212350045
egteir,37.75004,-122.39542,0,1212349984
egteir,37.75005,-122.3954,0,1212349924
egteir,37.75007,-122.39536,0,1212349864
egteir,37.75013,-122.39542,0,1212349806
egteir,37.75015,-122.39547,0,1212349744
egteir,37.75009,-122.39546,0,1212349684
egteir,37.75008,-122.39543,0,1212349653
egteir,37.75009,-122.39543,0,1212349591
egteir,37.75013,-122.39542,0,1212349528
egteir,37.7501,-122.39545,0,1212349467
egteir,37.7501,-122.39546,0,1212349406
egteir,37.7501,-122.3955,0,1212349346
egteir,37.75013,-122.39539,0,1212349285
egteir,37.75016,-122.39541,0,1212349250
egteir,37.75013,-122.39543,0,1212349180
egteir,37.75014,-122.39546,0,1212349122
egteir,37.75016,-122.39545,0,1212349058
egteir,37.75013,-122.39544,0,1212348997
egteir,37.75012,-122.39544,0,1212348937
egteir,37.75005,-122.39542,0,1212348877
egteir,37.75019,-122.3954,0,1212348817
egteir,37.75021,-122.39537,0,1212348756
egteir,37.75019,-122.39536,0,1212348694
egteir,37.75017,-122.39542,0,1212348634
egteir,37.75016,-122.39542,0,1212348606
egteir,37.75013,-122.39547,0,1212348546
egteir,37.75004,-122.39549,0,1212348488
egteir,37.75004,-122.39546,0,1212348426
egteir,37.75004,-122.39544,0,1212348364
egteir,37.74998,-122.39546,0,1212348304
egteir,37.75013,-122.39544,0,1212348243
egteir,37.75021,-122.39545,0,1212348186
egteir,37.75016,-122.39545,0,1212348122
egteir,37.75012,-122.39546,0,1212348062
egteir,37.74998,-122.3955,0,1212348001
egteir,37.7501,-122.39547,0,1212347941
egteir,37.75008,-122.39547,0,1212347880
egteir,37.75007,-122.39548,0,1212347820
egteir,37.75019,-122.39545,0,1212347760
egteir,37.75011,-122.39546,0,1212347705
egteir,37.75003,-122.39548,0,1212347640
egteir,37.75007,-122.39543,0,1212347580
egteir,37.75003,-122.39544,0,1212347520
egteir,37.75003,-122.39545,0,1212347460
egteir,37.75006,-122.39542,0,1212347399
egteir,37.75006,-122.39542,0,1212347339
egteir,37.75004,-122.39539,0,1212347278
egteir,37.75004,-122.39541,0,1212347218
egteir,37.75,-122.3954,0,1212347158
egteir,37.75003,-122.39538,0,1212347097
egteir,37.75007,-122.39539,0,1212347038
egteir,37.75004,-122.39538,0,1212346977
egteir,37.75005,-122.39543,0,1212346917
egteir,37.75013,-122.39537,0,1212346861
egteir,37.75013,-122.39538,0,1212346797
egteir,37.75005,-122.39544,0,1212346746
egteir,37.75008,-122.39546,0,1212346675
egteir,37.75022,-122.39538,0,1212346615
egteir,37.75022,-122.39537,0,1212346557
egteir,37.75008,-122.39545,0,1212346494
egteir,37.7501,-122.39542,0,1212346433
egteir,37.75012,-122.39541,0,1212346375
egteir,37.75011,-122.39538,0,1212346312
egteir,37.75008,-122.39541,0,1212346253
egteir,37.75009,-122.39541,0,1212346190
egteir,37.7501,-122.39541,0,1212346131
egteir,37.75008,-122.39542,0,1212346072
egteir,37.75006,-122.39543,0,1212346010
egteir,37.75004,-122.39546,0,1212345950
egteir,37.75008,-122.39543,0,1212345890
egteir,37.75008,-122.39549,0,1212345830
egteir,37.75008,-122.39538,0,1212345770
egteir,37.75009,-122.39537,0,1212345734
egteir,37.7501,-122.39538,0,1212345674
egteir,37.7501,-122.39536,0,1212345615
egteir,37.75003,-122.39537,0,1212345555
egteir,37.7501,-122.3954,0,1212345494
egteir,37.75011,-122.39541,0,1212345434
egteir,37.75011,-122.39542,0,1212345374
egteir,37.7501,-122.3954,0,1212345313
egteir,37.75008,-122.39544,0,1212345257
egteir,37.75008,-122.39544,0,1212345192
egteir,37.75011,-122.39539,0,1212345143
egteir,37.75009,-122.39541,0,1212345071
egteir,37.75008,-122.39539,0,1212345049
egteir,37.75006,-122.39545,0,1212344989
egteir,37.75006,-122.39548,0,1212344929
egteir,37.75008,-122.39543,0,1212344869
egteir,37.75008,-122.39544,0,1212344809
egteir,37.75008,-122.39543,0,1212344748
egteir,37.75009,-122.39542,0,1212344688
egteir,37.75011,-122.3954,0,1212344628
egteir,37.75011,-122.39539,0,1212344578
egteir,37.75008,-122.39546,0,1212344507
egteir,37.75008,-122.39542,0,1212344446
egteir,37.75006,-122.39543,0,1212344386
egteir,37.75007,-122.39544,0,1212344326
egteir,37.75035,-122.39533,0,1212344266
egteir,37.76991,-122.41899,0,1212324717
egteir,37.77469,-122.42512,0,1212324656
